UF;IBGE;Adesão;NOME_MUNICIPIO;ENTIDADE
MS;500370;Sim;DOURADOS;SECRETARIA MUNICIPAL DE SAUDE DE DOURADOS/MS
MS;500375;Sim;ELDORADO;SECRETARIA MUNICIPAL DE SAUDE DE ELDORADO/MS
MS;500380;Sim;FATIMA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE FATIMA DO SUL/MS
MS;500390;Não;FIGUEIRÃO;
MS;500400;Sim;GLORIA DE DOURADOS;SECRETARIA MUNICIPAL DE SAUDE DE GLORIA DE DOURADOS/MS
MS;500410;Sim;GUIA LOPES DA LAGUNA;SECRETARIA MUNICIPAL DE SAUDE DE GUIA LOPES DA LAGUNA/MS
MS;500430;Sim;IGUATEMI;SECRETARIA MUNICIPAL DE SAUDE DE IGUATEMI/MS
MS;500440;Não;INOCÊNCIA;
MS;500450;Sim;ITAPORA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPORA/MS
MS;500460;Sim;ITAQUIRAI;SECRETARIA MUNICIPAL DE SAUDE DE ITAQUIRAI/MS
MS;500470;Sim;IVINHEMA;SECRETARIA MUNICIPAL DE SAUDE DE IVINHEMA/MS
MS;500480;Sim;JAPORA;SECRETARIA MUNICIPAL DE SAUDE DE JAPORA/MS
MS;500490;Não;JARAGUARI;
MS;500500;Sim;JARDIM;SECRETARIA MUNICIPAL DE SAUDE DE JARDIM/MS
MS;500510;Não;JATEÍ;
MS;500515;Sim;JUTI;SECRETARIA MUNICIPAL DE SAUDE DE JUTI/MS
MS;500520;Sim;LADARIO;SECRETARIA MUNICIPAL DE SAUDE DE LADARIO/MS
MS;500525;Sim;LAGUNA CARAPA;SECRETARIA MUNICIPAL DE SAUDE DE LAGUNA CARAPA/MS
MS;500540;Sim;MARACAJU;SECRETARIA MUNICIPAL DE SAUDE DE MARACAJU/MS
MS;500560;Sim;MIRANDA;SECRETARIA MUNICIPAL DE SAUDE DE MIRANDA/MS
MS;500568;Sim;MUNDO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE MUNDO NOVO/MS
MS;500570;Sim;NAVIRAI;SECRETARIA MUNICIPAL DE SAUDE DE NAVIRAI/MS
MS;500580;Sim;NIOAQUE;SECRETARIA MUNICIPAL DE SAUDE DE NIOAQUE/MS
MS;500600;Sim;NOVA ALVORADA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ALVORADA DO SUL/MS
MS;500620;Sim;NOVA ANDRADINA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ANDRADINA/MS
MS;500625;Sim;NOVO HORIZONTE DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE NOVO HORIZONTE DO SUL/MS
MS;500627;Não;PARAÍSO DAS ÁGUAS;
MS;500630;Sim;PARANAIBA;SECRETARIA MUNICIPAL DE SAUDE DE PARANAIBA/MS
MS;500635;Sim;PARANHOS;SECRETARIA MUNICIPAL DE SAUDE DE PARANHOS/MS
MS;500640;Não;PEDRO GOMES;
MS;500660;Sim;PONTA PORA;SECRETARIA MUNICIPAL DE SAUDE DE PONTA PORA/MS
MS;500690;Não;PORTO MURTINHO;
MS;500710;Sim;RIBAS DO RIO PARDO;SECRETARIA MUNICIPAL DE SAUDE DE RIBAS DO RIO PARDO/MS
MS;500720;Sim;RIO BRILHANTE;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRILHANTE/MS
MS;500730;Não;RIO NEGRO;
MS;500740;Sim;RIO VERDE DE MATO GROSSO;SECRETARIA MUNICIPAL DE SAUDE DE RIO VERDE DE MATO GROSSO/MS
MS;500750;Não;ROCHEDO;
MS;500755;Sim;SANTA RITA DO PARDO;SECRETARIA MUNICIPAL DE SAUDE DE SANTA RITA DO PARDO/MS
MS;500769;Sim;SAO GABRIEL DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE SAO GABRIEL D OESTE/MS
MS;500770;Não;SETE QUEDAS;
MS;500780;Sim;SELVIRIA;SECRETARIA MUNICIPAL DE SAUDE DE SELVIRIA/MS
MS;500790;Sim;SIDROLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE SIDROLANDIA/MS
MS;500793;Não;SONORA;
MS;500795;Não;TACURU;
MS;500797;Sim;TAQUARUSSU;SECRETARIA MUNICIPAL DE SAUDE DE TAQUARUSSU/MS
MS;500800;Sim;TERENOS;SECRETARIA MUNICIPAL DE SAUDE DE TERENOS/MS
MS;500830;Sim;TRES LAGOAS;SECRETARIA MUNICIPAL DE SAUDE DE TRES LAGOAS/MS
MS;500840;Sim;VICENTINA;SECRETARIA MUNICIPAL DE SAUDE DE VICENTINA/MS
MT;510010;Sim;ACORIZAL;SECRETARIA MUNICIPAL DE SAUDE DE ACORIZAL/MT
MT;510020;Sim;AGUA BOA;SECRETARIA MUNICIPAL DE SAUDE DE AGUA BOA/MT
MT;510025;Sim;ALTA FLORESTA;SECRETARIA MUNICIPAL DE SAUDE DE ALTA FLORESTA/MT
MT;510030;Sim;ALTO ARAGUAIA;SECRETARIA MUNICIPAL DE SAUDE DE ALTO ARAGUAIA/MT
MT;510035;Sim;ALTO BOA VISTA;SECRETARIA MUNICIPAL DE SAUDE DE ALTO DA BOA VISTA/MT
MT;510040;Sim;ALTO GARCAS;SECRETARIA MUNICIPAL DE SAUDE DE ALTO GARCAS/MT
MT;510050;Sim;ALTO PARAGUAI;SECRETARIA MUNICIPAL DE SAUDE DE ALTO PARAGUAI/MT
MT;510060;Sim;ALTO TAQUARI;SECRETARIA MUNICIPAL DE SAUDE DE ALTO TAQUARI/MT
MT;510080;Sim;APIACAS;SECRETARIA MUNICIPAL DE SAUDE DE APIACAS/MT
MT;510100;Sim;ARAGUAIANA;SECRETARIA MUNICIPAL DE SAUDE DE ARAGUAIANA/MT
MT;510120;Sim;ARAGUAINHA;SECRETARIA MUNICIPAL DE SAUDE DE ARAGUAINHA/MT
MT;510125;Sim;ARAPUTANGA;SECRETARIA MUNICIPAL DE SAUDE DE ARAPUTANGA/MT
MT;510130;Sim;ARENAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ARENAPOLIS/MT
MT;510140;Sim;ARIPUANA;SECRETARIA MUNICIPAL DE SAUDE DE ARIPUANA/MT
MT;510160;Sim;BARAO DE MELGACO;SECRETARIA MUNICIPAL DE SAUDE DE BARAO DE MELGACO/MT
MT;510170;Sim;BARRA DO BUGRES;SECRETARIA MUNICIPAL DE SAUDE DE BARRA DO BUGRES/MT
MT;510180;Sim;BARRA DO GARCAS;SECRETARIA MUNICIPAL DE SAUDE DE BARRA DO GARCAS/MT
MT;510185;Sim;BOM JESUS DO ARAGUAIA;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DO ARAGUAIA/MT
MT;510190;Sim;BRASNORTE;SECRETARIA MUNICIPAL DE SAUDE DE BRASNORTE/MT
MT;510250;Sim;CACERES;SECRETARIA MUNICIPAL DE SAUDE DE CACERES/MT
MT;510260;Sim;CAMPINAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPINAPOLIS/MT
MT;510263;Sim;CAMPO NOVO DO PARECIS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO NOVO DO PARECIS/MT
MT;510267;Sim;CAMPO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO VERDE/MT
MT;510268;Sim;CAMPOS DE JULIO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DE JULIO/MT
MT;510269;Sim;CANABRAVA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE CANABRAVA DO NORTE/MT
MT;510270;Sim;CANARANA;SECRETARIA MUNICIPAL DE SAUDE DE CANARANA/MT
MT;510279;Sim;CARLINDA;SECRETARIA MUNICIPAL DE SAUDE DE CARLINDA/MT
MT;510285;Sim;CASTANHEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CASTANHEIRA/MT
MT;510300;Sim;CHAPADA DOS GUIMARAES;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADA DOS GUIMARAES/MT
MT;510305;Sim;CLAUDIA;SECRETARIA MUNICIPAL DE SAUDE DE CLAUDIA/MT
MT;510310;Sim;COCALINHO;SECRETARIA MUNICIPAL DE SAUDE DE COCALINHO/MT
MT;510320;Sim;COLIDER;SECRETARIA MUNICIPAL DE SAUDE DE COLIDER/MT
MT;510325;Sim;COLNIZA;SECRETARIA MUNICIPAL DE SAUDE DE COLNIZA/MT
MT;510330;Sim;COMODORO;SECRETARIA MUNICIPAL DE SAUDE DE COMODORO/MT
MT;510335;Sim;CONFRESA;SECRETARIA MUNICIPAL DE SAUDE DE CONFRESA/MT
MT;510336;Sim;CONQUISTA D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE CONQUISTA DO OESTE/MT
MT;510337;Sim;COTRIGUACU;SECRETARIA MUNICIPAL DE SAUDE DE COTRIGUACU/MT
MT;510340;Sim;CUIABA;SECRETARIA MUNICIPAL DE SAUDE DE CUIABA/MT
MT;510343;Sim;CURVELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE CURVELANDIA/MT
MT;510345;Sim;DENISE;SECRETARIA MUNICIPAL DE SAUDE DE DENISE/MT
MT;510350;Sim;DIAMANTINO;SECRETARIA MUNICIPAL DE SAUDE DE DIAMANTINO/MT
MT;510360;Sim;DOM AQUINO;SECRETARIA MUNICIPAL DE SAUDE DE DOM AQUINO/MT
MT;510370;Sim;FELIZ NATAL;SECRETARIA MUNICIPAL DE SAUDE DE FELIZ NATAL/MT
MT;510380;Sim;FIGUEIROPOLIS D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE FIGUEIROPOLIS DOESTE/MT
MT;510385;Sim;GAUCHA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE GAUCHA DO NORTE/MT 
MT;510390;Sim;GENERAL CARNEIRO;SECRETARIA MUNICIPAL DE SAUDE DE GENERAL CARNEIRO/MT
MT;510395;Sim;GLORIA D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE GLORIA DO OESTE/MT
MT;510410;Sim;GUARANTA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE GUARANTA DO NORTE/MT
MT;510420;Sim;GUIRATINGA;SECRETARIA MUNICIPAL DE SAUDE DE GUIRATINGA/MT
MT;510450;Sim;INDIAVAI;SECRETARIA MUNICIPAL DE SAUDE DE INDIAVAI/MT
MT;510452;Sim;IPIRANGA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE IPIRANGA DO NORTE/MT
MT;510454;Sim;ITANHANGA;SECRETARIA MUNICIPAL DE SAUDE DE ITANHANGA/MT
MT;510455;Sim;ITAUBA;SECRETARIA MUNICIPAL DE SAUDE DE ITAUBA/MT
MT;510460;Sim;ITIQUIRA;SECRETARIA MUNICIPAL DE SAUDE DE ITIQUIRA/MT
MT;510480;Sim;JACIARA;SECRETARIA MUNICIPAL DE SAUDE DE JACIARA/MT
MT;510490;Sim;JANGADA;SECRETARIA MUNICIPAL DE SAUDE DE JANGADA/MT
MT;510500;Sim;JAURU;SECRETARIA MUNICIPAL DE SAUDE DE JAURU/MT
MT;510510;Sim;JUARA;SECRETARIA MUNICIPAL DE SAUDE DE JUARA/MT
MT;510515;Sim;JUINA;SECRETARIA MUNICIPAL DE SAUDE DE JUINA/MT
MT;510517;Sim;JURUENA;SECRETARIA MUNICIPAL DE SAUDE DE JURUENA/MT
MT;510520;Sim;JUSCIMEIRA;SECRETARIA MUNICIPAL DE SAUDE DE JUSCIMEIRA/MT
MT;510523;Sim;LAMBARI D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE LAMBARI DO OESTE/MT
MT;510525;Sim;LUCAS DO RIO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE LUCAS DO RIO VERDE/MT
MT;510530;Sim;LUCIARA;SECRETARIA MUNICIPAL DE SAUDE DE LUCIARA/MT
MT;510550;Sim;VILA BELA DA SANTISSIMA TRINDADE;SECRETARIA MUNICIPAL DE SAUDE DE EDEALINA/GO
MT;510558;Sim;MARCELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE MARCELANDIA/MT
MT;510560;Sim;MATUPA;SECRETARIA MUNICIPAL DE SAUDE DE MATUPA/MT
MT;510562;Sim;MIRASSOL D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE MIRASSOL DO OESTE/MT
MT;510590;Sim;NOBRES;SECRETARIA MUNICIPAL DE SAUDE DE NOBRES/MT
MT;510600;Sim;NORTELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NORTELANDIA/MT
MT;510610;Sim;NOSSA SENHORA DO LIVRAMENTO;SECRETARIA MUNICIPAL DE SAUDE DE NOSSA SENHORA DO LIVRAMENTO/MT
MT;510615;Sim;NOVA BANDEIRANTES;SECRETARIA MUNICIPAL DE SAUDE DE NOVA BANDEIRANTES/MT
MT;510617;Sim;NOVA NAZARE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA NAZARE/MT
MT;510618;Sim;NOVA LACERDA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA LACERDA/MT
MT;510619;Sim;NOVA SANTA HELENA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA SANTA HELENA/MT
MT;510620;Sim;NOVA BRASILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA BRASILANDIA/MT
MT;510621;Sim;NOVA CANAA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA CANAA DO NORTE/MT
MT;510622;Sim;NOVA MUTUM;SECRETARIA MUNICIPAL DE SAUDE DE NOVA MUTUM/MT
MT;510623;Sim;NOVA OLIMPIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA OLIMPIA/MT
MT;510624;Sim;NOVA UBIRATA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA UBIRATA/MT
MT;510625;Sim;NOVA XAVANTINA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA XAVANTINA/MT
MT;510626;Sim;NOVO MUNDO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO MUNDO/MT
MT;510627;Sim;NOVO HORIZONTE DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE NOVO HORIZONTE DO NORTE/MT
MT;510628;Sim;NOVO SAO JOAQUIM;SECRETARIA MUNICIPAL DE SAUDE DE NOVO SAO JOAQUIM/MT
MT;510629;Sim;PARANAITA;SECRETARIA MUNICIPAL DE SAUDE DE PARANAITA/MT
MT;510630;Sim;PARANATINGA;SECRETARIA MUNICIPAL DE SAUDE DE PARANATINGA/MT
MT;510631;Sim;NOVO SANTO ANTONIO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO SANTO ANTONIO/MT
MT;510637;Sim;PEDRA PRETA;SECRETARIA MUNICIPAL DE SAUDE DE PEDRA PRETA/MT
MT;510642;Sim;PEIXOTO DE AZEVEDO;SECRETARIA MUNICIPAL DE SAUDE DE PEIXOTO DE AZEVEDO/MT
MT;510645;Sim;PLANALTO DA SERRA;SECRETARIA MUNICIPAL DE SAUDE DE PLANALTO DA SERRA/MT
MT;510650;Sim;POCONE;SECRETARIA MUNICIPAL DE SAUDE DE POCONE/MT
MT;510665;Sim;PONTAL DO ARAGUAIA;SECRETARIA MUNICIPAL DE SAUDE DE PONTAL DO ARAGUAIA/MT
MT;510670;Sim;PONTE BRANCA;SECRETARIA MUNICIPAL DE SAUDE DE PONTE BRANCA/MT
MT;510675;Sim;PONTES E LACERDA;SECRETARIA MUNICIPAL DE SAUDE DE PONTES E LACERDA/MT
MT;510677;Sim;PORTO ALEGRE DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE PORTO ALEGRE DO NORTE/MT
MT;510680;Sim;PORTO DOS GAUCHOS;SECRETARIA MUNICIPAL DE SAUDE DE PORTO DOS GAUCHOS/MT
MT;510682;Sim;PORTO ESPERIDIAO;SECRETARIA MUNICIPAL DE SAUDE DE PORTO ESPERIDIAO/MT
MT;510685;Sim;PORTO ESTRELA;SECRETARIA MUNICIPAL DE SAUDE DE PORTO ESTRELA/MT
MT;510700;Sim;POXOREO;SECRETARIA MUNICIPAL DE SAUDE DE POXOREO/MT
MT;510704;Sim;PRIMAVERA DO LESTE;SECRETARIA MUNICIPAL DE SAUDE DE PRIMAVERA DO LESTE/MT
MT;510706;Sim;QUERENCIA;SECRETARIA MUNICIPAL DE SAUDE DE QUERENCIA/MT
MT;510710;Sim;SAO JOSE DOS QUATRO MARCOS;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DOS IV MARCOS/MT
MT;510715;Sim;RESERVA DO CABACAL;SECRETARIA MUNICIPAL DE SAUDE DE RESERVA DO CABACAL/MT
MT;510718;Sim;RIBEIRAO CASCALHEIRA;SECRETARIA MUNICIPAL DE SAUDE DE RIBEIRAO CASCALHEIRA/MT
MT;510719;Sim;RIBEIRAOZINHO;SECRETARIA MUNICIPAL DE SAUDE DE RIBEIRAOZINHO/MT
MT;510720;Sim;RIO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO/MT
MT;510724;Sim;SANTA CARMEM;SECRETARIA MUNICIPAL DE SAUDE DE SANTA CARMEM/MT
MT;510726;Sim;SANTO AFONSO;SECRETARIA MUNICIPAL DE SAUDE DE SANTO AFONSO/MT
MT;510729;Sim;SAO JOSE DO POVO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO POVO /MT
MT;510730;Sim;SAO JOSE DO RIO CLARO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO RIO CLARO/MT
MT;510735;Sim;SAO JOSE DO XINGU;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO XINGU/MT
MT;510740;Sim;SAO PEDRO DA CIPA;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA CIPA/MT
MT;510757;Sim;RONDOLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE RONDOLANDIA/MT
MT;510760;Sim;RONDONOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE RONDONOPOLIS/MT
MT;510770;Sim;ROSARIO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE ROSARIO OESTE/MT
MT;510774;Sim;SANTA CRUZ DO XINGU;SECRETARIA MUNICIPAL DE SAUDE DE SANTA CRUZ DO XINGU/MT
MT;510775;Sim;SALTO DO CEU;SECRETARIA MUNICIPAL DE SAUDE DE SALTO DO CEU/MT
MT;510776;Sim;SANTA RITA DO TRIVELATO;SECRETARIA MUNICIPAL DE SAUDE DE SANTA RITA DO TRIVELATO/MT
MT;510777;Sim;SANTA TEREZINHA;SECRETARIA MUNICIPAL DE SAUDE DE SANTA TEREZINHA/MT
MT;510779;Sim;SANTO ANTONIO DO LESTE;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO LESTE/MT
MT;510780;Sim;SANTO ANTONIO DO LEVERGER;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO LEVERGER/MT
MT;510785;Sim;SAO FELIX DO ARAGUAIA;SECRETARIA MUNICIPAL DE SAUDE DE SAO FELIX DO ARAGUAIA/MT
MT;510787;Sim;SAPEZAL;SECRETARIA MUNICIPAL DE SAUDE DE SAPEZAL/MT
MT;510788;Sim;SERRA NOVA DOURADA;SECRETARIA MUNICIPAL DE SAUDE DE SERRA NOVA DOURADA/MT
MT;510790;Sim;SINOP;SECRETARIA MUNICIPAL DE SAUDE DE SINOP/MT
MT;510792;Sim;SORRISO;SECRETARIA MUNICIPAL DE SAUDE DE SORRISO/MT
MT;510794;Sim;TABAPORA;SECRETARIA MUNICIPAL DE SAUDE DE POSSE/GO
MT;510795;Sim;TANGARA DA SERRA;SECRETARIA MUNICIPAL DE SAUDE DE GOIANAPOLIS/GO
MT;510800;Sim;TAPURAH;SECRETARIA MUNICIPAL DE SAUDE DE GOIAS/GO
MT;510805;Sim;TERRA NOVA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE TAPURAH/MT
MT;510810;Sim;TESOURO;SECRETARIA MUNICIPAL DE SAUDE DE VARJAO/GO
MT;510820;Sim;TORIXOREU;SECRETARIA MUNICIPAL DE SAUDE DE GAMELEIRA DE GOIAS/GO
MT;510830;Sim;UNIAO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE TORIXOREU/MT
MT;510835;Sim;VALE DE SAO DOMINGOS;SECRETARIA MUNICIPAL DE SAUDE DE UNIAO DO SUL/MT
MT;510840;Sim;VARZEA GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE SANTA FE DE GOIAS/GO
MT;510850;Sim;VERA;SECRETARIA MUNICIPAL DE SAUDE DE VARZEA GRANDE/MT
MT;510860;Sim;VILA RICA;SECRETARIA MUNICIPAL DE SAUDE DE VILA BELA DA SANTISSIMA TRINDADE/MT
MT;510880;Sim;NOVA GUARITA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA GUARITA/MT
MT;510885;Sim;NOVA MARILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA MARILANDIA/MT
MT;510890;Sim;NOVA MARINGA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA MARINGA/MT
MT;510895;Sim;NOVA MONTE VERDE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA MONTE VERDE/MT
