UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão
SC;420340;CAMPO BELO DO SUL;;Não
RS;430390;CAMPO BOM;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO BOM/RS ;Sim
RS;430390;CAMPO BOM;;Não
PR;410405;CAMPO BONITO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO BONITO/PR;Sim
PR;410405;CAMPO BONITO;;Não
PR;410410;CAMPO DO TENENTE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO DO TENENTE/PR;Sim
PR;410410;CAMPO DO TENENTE;;Não
SC;420350;CAMPO ERE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO ERE/SC;Sim
SC;420350;CAMPO ERÊ;;Não
PR;410420;CAMPO LARGO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO LARGO/PR;Sim
PR;410420;CAMPO LARGO;;Não
PR;410425;CAMPO MAGRO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO MAGRO/PR;Sim
PR;410425;CAMPO MAGRO;;Não
PR;410430;CAMPO MOURAO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO MOURAO/PR;Sim
PR;410430;CAMPO MOURÃO;;Não
RS;430400;CAMPO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO NOVO/RS;Sim
RS;430400;CAMPO NOVO;;Não
RS;430410;CAMPOS BORGES;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS BORGES/RS;Sim
RS;430410;CAMPOS BORGES;;Não
SC;420360;CAMPOS NOVOS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS NOVOS/SC;Sim
SC;420360;CAMPOS NOVOS;;Não
RS;430420;CANDELARIA;SECRETARIA MUNICIPAL DE SAUDE DE CANDELARIA/RS;Sim
RS;430420;CANDELÁRIA;;Não
PR;410440;CANDIDO DE ABREU;SECRETARIA MUNICIPAL DE SAUDE DE CANDIDO DE ABREU/PR;Sim
PR;410440;CÂNDIDO DE ABREU;;Não
RS;430430;CANDIDO GODOI;SECRETARIA MUNICIPAL DE SAUDE DE CANDIDO GODOI/RS;Sim
RS;430430;CÂNDIDO GODÓI;;Não
RS;430435;CANDIOTA;SECRETARIA MUNICIPAL DE SAUDE DE CANDIOTA/RS;Sim
RS;430435;CANDIOTA;;Não
PR;410442;CANDOI;SECRETARIA MUNICIPAL DE SAUDE DE CANDOI/PR;Sim
PR;410442;CANDÓI;;Não
RS;430440;CANELA;SECRETARIA MUNICIPAL DE SAUDE DE CANELA/RS;Sim
RS;430440;CANELA;;Não
SC;420370;CANELINHA;SECRETARIA MUNICIPAL DE SAUDE DE CANELINHA/SC;Sim
SC;420370;CANELINHA;;Não
RS;430450;CANGUCU;SECRETARIA MUNICIPAL DE SAUDE DE CANGUCU/RS;Sim
RS;430450;CANGUÇU;;Não
RS;430460;CANOAS;SECRETARIA MUNICIPAL DE SAUDE DE CANOAS/RS;Sim
RS;430460;CANOAS;;Não
SC;420380;CANOINHAS;SECRETARIA MUNICIPAL DE SAUDE DE CANOINHAS/SC;Sim
SC;420380;CANOINHAS;;Não
PR;410445;CANTAGALO;SECRETARIA MUNICIPAL DE SAUDE DE CANTAGALO/PR;Sim
PR;410445;CANTAGALO;;Não
RS;430461;CANUDOS DO VALE;SECRETARIA MUNICIPAL DE SAUDE DE CANUDOS DO VALE/RS;Sim
RS;430461;CANUDOS DO VALE;;Não
PR;410450;CAPANEMA;SECRETARIA MUNICIPAL DE SAUDE DE CAPANEMA/PR;Sim
PR;410450;CAPANEMA;;Não
SC;420325;CAPAO ALTO;SECRETARIA MUNICIPAL DE SAUDE DE CAPAO ALTO/SC;Sim
SC;420325;CAPÃO ALTO;;Não
RS;430462;CAPAO BONITO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CAPAO BONITO DO SUL/RS;Sim
RS;430462;CAPÃO BONITO DO SUL;;Não
RS;430463;CAPAO DA CANOA;SECRETARIA MUNICIPAL DE SAUDE DE CAPAO DA CANOA/RS;Sim
RS;430463;CAPÃO DA CANOA;;Não
RS;430465;CAPAO DO CIPO;SECRETARIA MUNICIPAL DE SAUDE DE CAPAO DO CIPO/RS;Sim
RS;430465;CAPÃO DO CIPÓ;;Não
RS;430466;CAPÃO DO LEÃO;;Não
RS;430468;CAPELA DE SANTANA;SECRETARIA MUNICIPAL DE SAUDE DE CAPELA DE SANTANA/RS;Sim
RS;430468;CAPELA DE SANTANA;;Não
SC;420390;CAPINZAL;SECRETARIA MUNICIPAL DE SAUDE DE CAPINZAL/SC;Sim
SC;420390;CAPINZAL;;Não
RS;430469;CAPITAO;SECRETARIA MUNICIPAL DE SAUDE DE CAPITAO/RS;Sim
RS;430469;CAPITÃO;;Não
PR;410460;CAPITAO LEONIDAS MARQUES; SECRETARIA MUNICIPAL DE SAUDE  - CENTRO DE SAUDE - DE CAP. LEONIDAS MARQUES/PR;Sim
PR;410460;CAPITÃO LEÔNIDAS MARQUES;;Não
SC;420395;CAPIVARI DE BAIXO;SECRETARIA MUNICIPAL DE SAUDE DE CAPIVARI DE BAIXO/SC;Sim
SC;420395;CAPIVARI DE BAIXO;;Não
RS;430467;CAPIVARI DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CAPIVARI DO SUL/RS;Sim
RS;430467;CAPIVARI DO SUL;;Não
RS;430471;CARAA;SECRETARIA MUNICIPAL DE SAUDE DE CARAA/RS;Sim
RS;430471;CARAÁ;;Não
PR;410465;CARAMBEI;SECRETARIA MUNICIPAL DE SAUDE DE CARAMBEI/PR;Sim
PR;410465;CARAMBEÍ;;Não
RS;430470;CARAZINHO;SECRETARIA MUNICIPAL DE SAUDE DE CARAZINHO/RS;Sim
RS;430470;CARAZINHO;;Não
PR;410470;CARLOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CARLOPOLIS/PR;Sim
PR;410470;CARLÓPOLIS;;Não
RS;430480;CARLOS BARBOSA;SECRETARIA MUNICIPAL DE SAUDE DE CARLOS BARBOSA/RS;Sim
RS;430480;CARLOS BARBOSA;;Não
RS;430485;CARLOS GOMES;SECRETARIA MUNICIPAL DE SAUDE DE CARLOS GOMES/RS;Sim
RS;430485;CARLOS GOMES;;Não
RS;430490;CASCA;SECRETARIA MUNICIPAL DE SAUDE DE CASCA/RS;Sim
RS;430490;CASCA;;Não
PR;410480;CASCAVEL;SECRETARIA MUNICIPAL DE SAUDE DE CASCAVEL/PR;Sim
PR;410480;CASCAVEL;;Não
RS;430495;CASEIROS;SECRETARIA MUNICIPAL DE SAUDE DE CASEIROS/RS;Sim
RS;430495;CASEIROS;;Não
PR;410490;CASTRO;SECRETARIA MUNICIPAL DE SAUDE DE CASTRO/PR;Sim
PR;410490;CASTRO;;Não
SC;420400;CATANDUVAS;SECRETARIA MUNICIPAL DE SAUDE DE CATANDUVAS/SC;Sim
PR;410500;CATANDUVAS;SECRETARIA MUNICIPAL DE SAUDE DE CATANDUVAS/PR;Sim
PR;410500;CATANDUVAS;;Não
SC;420400;CATANDUVAS;;Não
RS;430500;CATUIPE;SECRETARIA MUNICIPAL DE SAUDE DE CATUIPE/RS;Sim
RS;430500;CATUÍPE;;Não
SC;420410;CAXAMBU DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CAXAMBU DO SUL/SC;Sim
SC;420410;CAXAMBU DO SUL;;Não
RS;430510;CAXIAS DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CAXIAS DO SUL/RS;Sim
RS;430510;CAXIAS DO SUL;;Não
SC;420415;CELSO RAMOS;SECRETARIA MUNICIPAL DE SAUDE DE CELSO RAMOS/SC;Sim
SC;420415;CELSO RAMOS;;Não
RS;430511;CENTENARIO;SECRETARIA MUNICIPAL DE SAUDE DE CENTENARIO/RS;Sim
RS;430511;CENTENÁRIO;;Não
PR;410510;CENTENARIO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CENTENARIO DO SUL/PR;Sim
PR;410510;CENTENÁRIO DO SUL;;Não
RS;430512;CERRITO;SECRETARIA MUNICIPAL DE SAUDE DE CERRITO/RS;Sim
RS;430512;CERRITO;;Não
PR;410520;CERRO AZUL;SECRETARIA MUNICIPAL DE SAUDE DE CERRO AZUL/PR;Sim
PR;410520;CERRO AZUL;;Não
RS;430513;CERRO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE CERRO BRANCO/RS;Sim
RS;430513;CERRO BRANCO;;Não
RS;430515;CERRO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE CERRO GRANDE/RS;Sim
RS;430515;CERRO GRANDE;;Não
RS;430517;CERRO GRANDE DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CERRO GRANDE DO SUL/RS;Sim
RS;430517;CERRO GRANDE DO SUL;;Não
RS;430520;CERRO LARGO;SECRETARIA MUNICIPAL DE SAUDE DE CERRO LARGO/RS;Sim
RS;430520;CERRO LARGO;;Não
SC;420417;CERRO NEGRO;SECRETARIA MUNICIPAL DE SAUDE DE CERRO NEGRO/SC;Sim
SC;420417;CERRO NEGRO;;Não
PR;410530;CEU AZUL;SECRETARIA MUNICIPAL DE SAUDE DE CEU AZUL/PR;Sim
PR;410530;CÉU AZUL;;Não
RS;430530;CHAPADA;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADA/RS;Sim
RS;430530;CHAPADA;;Não
SC;420419;CHAPADAO DO LAGEADO;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADAO LAGEADO/SC;Sim
SC;420419;CHAPADÃO DO LAGEADO;;Não
SC;420420;CHAPECO;SECRETARIA MUNICIPAL DE SAUDE DE CHAPECO/SC;Sim
SC;420420;CHAPECÓ;;Não
RS;430535;CHARQUEADAS;SECRETARIA MUNICIPAL DE SAUDE DE CHARQUEADAS/RS;Sim
RS;430535;CHARQUEADAS;;Não
RS;430537;CHARRUA;SECRETARIA MUNICIPAL DE SAUDE DE CHARRUA/RS;Sim
RS;430537;CHARRUA;;Não
RS;430540;CHIAPETTA;SECRETARIA MUNICIPAL DE SAUDE DE CHIAPETTA/RS;Sim
RS;430540;CHIAPETTA;;Não
PR;410540;CHOPINZINHO;SECRETARIA MUNICIPAL DE SAUDE DE CHOPINZINHO/PR;Sim
PR;410540;CHOPINZINHO;;Não
RS;430543;CHUI;SECRETARIA MUNICIPAL DE SAUDE DE CHUI/RS;Sim
RS;430543;CHUÍ;;Não
RS;430544;CHUVISCA;;Não
PR;410550;CIANORTE;SECRETARIA MUNICIPAL DE SAUDE DE CIANORTE/PR;Sim
PR;410550;CIANORTE;;Não
PR;410560;CIDADE GAUCHA;SECRETARIA MUNICIPAL DE SAUDE DE CIDADE GAUCHA/PR;Sim
PR;410560;CIDADE GAÚCHA;;Não
RS;430545;CIDREIRA;SECRETARIA MUNICIPAL DE SAUDE DE CIDREIRA/RS;Sim
RS;430545;CIDREIRA;;Não
RS;430550;CIRIACO;SECRETARIA MUNICIPAL DE SAUDE DE CIRIACO/RS;Sim
RS;430550;CIRÍACO;;Não
PR;410570;CLEVELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE CLEVELANDIA/PR;Sim
PR;410570;CLEVELÂNDIA;;Não
SC;420425;COCAL DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE COCAL DO SUL/SC;Sim
SC;420425;COCAL DO SUL;;Não
RS;430558;COLINAS;SECRETARIA MUNICIPAL DE SAUDE DE COLINAS/RS;Sim
RS;430558;COLINAS;;Não
PR;410580;COLOMBO;SECRETARIA MUNICIPAL DE SAUDE DE COLOMBO/PR;Sim
PR;410580;COLOMBO;;Não
RS;430560;COLORADO;SECRETARIA MUNICIPAL DE SAUDE DE COLORADO/RS;Sim
PR;410590;COLORADO;;Não
RS;430560;COLORADO;;Não
SC;420430;CONCORDIA;SECRETARIA MUNICIPAL DE SAUDE DE CONCORDIA/SC;Sim
SC;420430;CONCÓRDIA;;Não
RS;430570;CONDOR;SECRETARIA MUNICIPAL DE SAUDE DE CONDOR/RS;Sim
RS;430570;CONDOR;;Não
PR;410600;CONGONHINHAS;SECRETARIA MUNICIPAL DE SAUDE DE CONGONHINHAS/PR;Sim
PR;410600;CONGONHINHAS;;Não
PR;410610;CONSELHEIRO MAIRINCK;SECRETARIA MUNICIPAL DE SAUDE DE CONSELHEIRO MAIRINCK/PR;Sim
PR;410610;CONSELHEIRO MAIRINCK;;Não
RS;430580;CONSTANTINA;SECRETARIA MUNICIPAL DE SAUDE DE CONSTANTINA/RS;Sim
RS;430580;CONSTANTINA;;Não
PR;410620;CONTENDA;SECRETARIA MUNICIPAL DE SAUDE DE CONTENDA/PR;Sim
PR;410620;CONTENDA;;Não
RS;430583;COQUEIRO BAIXO;SECRETARIA MUNICIPAL DE SAUDE DE COQUEIRO BAIXO/RS;Sim
RS;430583;COQUEIRO BAIXO;;Não
RS;430585;COQUEIROS DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE COQUEIROS DO SUL/RS;Sim
RS;430585;COQUEIROS DO SUL;;Não
PR;410630;CORBELIA;SECRETARIA MUNICIPAL DE SAUDE DE CORBELIA/PR;Sim
PR;410630;CORBÉLIA;;Não
SC;420435;CORDILHEIRA ALTA;SECRETARIA MUNICIPAL DE SAUDE DE CORDILHEIRA ALTA/SC;Sim
SC;420435;CORDILHEIRA ALTA;;Não
PR;410640;CORNELIO PROCOPIO;SECRETARIA MUNICIPAL DE SAUDE DE CORNELIO PROCOPIO/PR;Sim
PR;410640;CORNÉLIO PROCÓPIO;;Não
RS;430587;CORONEL BARROS;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL BARROS/RS;Sim
RS;430587;CORONEL BARROS;;Não
RS;430590;CORONEL BICACO;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL BICACO/RS;Sim
RS;430590;CORONEL BICACO;;Não
PR;410645;CORONEL DOMINGOS SOARES;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL DOMINGOS SOARES/PR;Sim
PR;410645;CORONEL DOMINGOS SOARES;;Não
SC;420440;CORONEL FREITAS;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL FREITAS/SC;Sim
SC;420440;CORONEL FREITAS;;Não
SC;420445;CORONEL MARTINS;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL MARTINS/SC;Sim
SC;420445;CORONEL MARTINS;;Não
RS;430593;CORONEL PILAR;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL PILAR/RS;Sim
RS;430593;CORONEL PILAR;;Não
PR;410650;CORONEL VIVIDA;SECRETARIA MUNICIPAL DE SAUDE DE CORONEL VIVIDA/PR;Sim
PR;410650;CORONEL VIVIDA;;Não
SC;420455;CORREIA PINTO;SECRETARIA MUNICIPAL DE SAUDE DE CORREIA PINTO/SC;Sim
SC;420455;CORREIA PINTO;;Não
PR;410655;CORUMBATAI DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CORUMBATAI DO SUL/PR;Sim
PR;410655;CORUMBATAÍ DO SUL;;Não
SC;420450;CORUPA;SECRETARIA MUNICIPAL DE SAUDE DE CORUPA/SC;Sim
SC;420450;CORUPÁ;;Não
RS;430595;COTIPORA;SECRETARIA MUNICIPAL DE SAUDE DE COTIPORA/RS;Sim
RS;430595;COTIPORÃ;;Não
RS;430597;COXILHA;SECRETARIA MUNICIPAL DE SAUDE DE COXILHA/RS;Sim
RS;430597;COXILHA;;Não
SC;420460;CRICIUMA;SECRETARIA MUNICIPAL DE SAUDE DE CRICIUMA/SC;Sim
SC;420460;CRICIÚMA;;Não
RS;430600;CRISSIUMAL;SECRETARIA MUNICIPAL DE SAUDE DE CRISSIUMAL/RS;Sim
RS;430600;CRISSIUMAL;;Não
RS;430605;CRISTAL;SECRETARIA MUNICIPAL DE SAUDE DE CRISTAL/RS;Sim
RS;430605;CRISTAL;;Não
RS;430607;CRISTAL DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CRISTAL DO SUL/RS;Sim
RS;430607;CRISTAL DO SUL;;Não
RS;430610;CRUZ ALTA;SECRETARIA MUNICIPAL DE SAUDE DE CRUZ ALTA/RS;Sim
RS;430610;CRUZ ALTA;;Não
PR;410680;CRUZ MACHADO;SECRETARIA MUNICIPAL DE SAUDE DE CRUZ MACHADO/PR;Sim
PR;410680;CRUZ MACHADO;;Não
RS;430613;CRUZALTENSE;SECRETARIA MUNICIPAL DE SAUDE DE CRUZALTENSE/RS;Sim
RS;430613;CRUZALTENSE;;Não
PR;410657;CRUZEIRO DO IGUACU;SECRETARIA MUNICIPAL DE SAUDE DE CRUZEIRO DO IGUACU/PR;Sim
PR;410657;CRUZEIRO DO IGUAÇU;;Não
PR;410660;CRUZEIRO DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE CRUZEIRO DO OESTE/PR;Sim
PR;410660;CRUZEIRO DO OESTE;;Não
PR;410670;CRUZEIRO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CRUZEIRO DO SUL/PR;Sim
RS;430620;CRUZEIRO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CRUZEIRO DO SUL/RS;Sim
PR;410670;CRUZEIRO DO SUL;;Não
RS;430620;CRUZEIRO DO SUL;;Não
PR;410685;CRUZMALTINA;SECRETARIA MUNICIPAL DE SAUDE DE CRUZMALTINA/PR;Sim
PR;410685;CRUZMALTINA;;Não
SC;420470;CUNHA PORA;SECRETARIA MUNICIPAL DE SAUDE DE CUNHA PORA/SC;Sim
SC;420470;CUNHA PORÃ;;Não
SC;420475;CUNHATAI;SECRETARIA MUNICIPAL DE SAUDE DE CUNHATAI/SC;Sim
SC;420475;CUNHATAÍ;;Não
PR;410690;CURITIBA;SECRETARIA MUNICIPAL DE SAUDE DE CURITIBA/PR;Sim
PR;410690;CURITIBA;;Não
SC;420480;CURITIBANOS;SECRETARIA MUNICIPAL DE SAUDE DE CURITIBANOS/SC;Sim
SC;420480;CURITIBANOS;;Não
PR;410700;CURIUVA;SECRETARIA MUNICIPAL DE SAUDE DE CURIUVA/PR;Sim
PR;410700;CURIÚVA;;Não
RS;430630;DAVID CANABARRO;;Não
RS;430632;DERRUBADAS;SECRETARIA MUNICIPAL DE SAUDE DE DERRUBADAS/RS;Sim
RS;430632;DERRUBADAS;;Não
SC;420490;DESCANSO;SECRETARIA MUNICIPAL DE SAUDE DE DESCANSO/SC;Sim
SC;420490;DESCANSO;;Não
RS;430635;DEZESSEIS DE NOVEMBRO;SECRETARIA MUNICIPAL DE SAUDE DE DEZESSEIS DE NOVEMBRO/RS;Sim
RS;430635;DEZESSEIS DE NOVEMBRO;;Não
PR;410710;DIAMANTE DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE DIAMANTE DO NORTE/PR;Sim
PR;410710;DIAMANTE DO NORTE;;Não
PR;410712;DIAMANTE DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE DIAMANTE DO SUL/PR;Sim
PR;410712;DIAMANTE DO SUL;;Não
PR;410715;DIAMANTE D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE DIAMANTE D OESTE/PR;Sim
PR;410715;DIAMANTE D'OESTE;;Não
RS;430637;DILERMANDO DE AGUIAR;SECRETARIA MUNICIPAL DE SAUDE DE DILERMANDO DE AGUIAR/RS;Sim
RS;430637;DILERMANDO DE AGUIAR;;Não
SC;420500;DIONISIO CERQUEIRA;SECRETARIA MUNICIPAL DE SAUDE DE DIONISIO CERQUEIRA/SC;Sim
SC;420500;DIONÍSIO CERQUEIRA;;Não
RS;430640;DOIS IRMAOS;SECRETARIA MUNICIPAL DE SAUDE DE DOIS IRMAOS/RS;Sim
RS;430640;DOIS IRMÃOS;;Não
RS;430642;DOIS IRMAOS DAS MISSOES;SECRETARIA MUNICIPAL DE SAUDE DE DOIS IRMAOS DAS MISSOES/RS;Sim
RS;430642;DOIS IRMÃOS DAS MISSÕES;;Não
RS;430645;DOIS LAJEADOS;SECRETARIA MUNICIPAL DE SAUDE DE DOIS LAJEADOS/RS;Sim
RS;430645;DOIS LAJEADOS;;Não
PR;410720;DOIS VIZINHOS;SECRETARIA MUNICIPAL DE SAUDE DE DOIS VIZINHOS/PR;Sim
PR;410720;DOIS VIZINHOS;;Não
RS;430650;DOM FELICIANO;SECRETARIA MUNICIPAL DE SAUDE DE DOM FELICIANO/RS;Sim
RS;430650;DOM FELICIANO;;Não
RS;430660;DOM PEDRITO;SECRETARIA MUNICIPAL DE SAUDE DE DOM PEDRITO/RS;Sim
RS;430660;DOM PEDRITO;;Não
RS;430655;DOM PEDRO DE ALCANTARA;SECRETARIA MUNICIPAL DE SAUDE DE DOM PEDRO DE ALCANTARA/RS;Sim
RS;430655;DOM PEDRO DE ALCÂNTARA;;Não
SC;420510;DONA EMMA;SECRETARIA MUNICIPAL DE SAUDE DE DONA EMMA/SC;Sim
SC;420510;DONA EMMA;;Não
RS;430670;DONA FRANCISCA;SECRETARIA MUNICIPAL DE SAUDE DE DONA FRANCISCA/RS;Sim
RS;430670;DONA FRANCISCA;;Não
PR;410725;DOURADINA;SECRETARIA MUNICIPAL DE SAUDE DE DOURADINA/PR;Sim
PR;410725;DOURADINA;;Não
PR;410730;DOUTOR CAMARGO;;Não
RS;430673;DOUTOR MAURICIO CARDOSO;SECRETARIA MUNICIPAL DE SAUDE DE DR. MAURICIO CARDOSO/RS;Sim
RS;430673;DOUTOR MAURÍCIO CARDOSO;;Não
SC;420515;DOUTOR PEDRINHO;SECRETARIA MUNICIPAL DE SAUDE DE DOUTOR PEDRINHO/SC;Sim
SC;420515;DOUTOR PEDRINHO;;Não
RS;430675;DOUTOR RICARDO;SECRETARIA MUNICIPAL DE SAUDE DE DOUTOR RICARDO/RS;Sim
RS;430675;DOUTOR RICARDO;;Não
PR;412863;DOUTOR ULYSSES;SECRETARIA MUNICIPAL DE SAUDE DE DOUTOR ULIYSSES/PR;Sim
PR;412863;DOUTOR ULYSSES;;Não
RS;430676;ELDORADO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ELDORADO DO SUL/RS;Sim
RS;430676;ELDORADO DO SUL;;Não
RS;430680;ENCANTADO;SECRETARIA MUNICIPAL DE SAUDE DE ENCANTADO/RS;Sim
RS;430680;ENCANTADO;;Não
RS;430690;ENCRUZILHADA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ENCRUZILHADA DO SUL/RS;Sim
RS;430690;ENCRUZILHADA DO SUL;;Não
PR;410740;ENEAS MARQUES;SECRETARIA MUNICIPAL DE SAUDE DE ENEAS MARQUES/PR;Sim
PR;410740;ENÉAS MARQUES;;Não
PR;410750;ENGENHEIRO BELTRAO;SECRETARIA MUNICIPAL DE SAUDE DE ENGENHEIRO BELTRAO/PR;Sim
PR;410750;ENGENHEIRO BELTRÃO;;Não
RS;430692;ENGENHO VELHO;SECRETARIA MUNICIPAL DE SAUDE DE ENGENHO VELHO/RS;Sim
RS;430692;ENGENHO VELHO;;Não
SC;420517;ENTRE RIOS;SECRETARIA MUNICIPAL DE SAUDE DE ENTRE RIOS/SC;Sim
SC;420517;ENTRE RIOS;;Não
PR;410753;ENTRE RIOS DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE ENTRE RIOS DO OESTE/PR;Sim
PR;410753;ENTRE RIOS DO OESTE;;Não
RS;430695;ENTRE RIOS DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ENTRE RIOS DO SUL/RS;Sim
RS;430695;ENTRE RIOS DO SUL;;Não
RS;430693;ENTRE-IJUIS;SECRETARIA MUNICIPAL DE SAUDE DE ENTRE-IJUIS/RS;Sim
RS;430693;ENTRE-IJUÍS;;Não
RS;430697;EREBANGO;SECRETARIA MUNICIPAL DE SAUDE DE EREBANGO/RS;Sim
RS;430697;EREBANGO;;Não
RS;430700;ERECHIM;SECRETARIA MUNICIPAL DE SAUDE DE ERECHIM/RS;Sim
RS;430700;ERECHIM;;Não
SC;420519;ERMO;SECRETARIA MUNICIPAL DE SAUDE DE ERMO/SC;Sim
SC;420519;ERMO;;Não
RS;430705;ERNESTINA;SECRETARIA MUNICIPAL DE SAUDE DE ERNESTINA/RS;Sim
RS;430705;ERNESTINA;;Não
RS;430720;ERVAL GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE ERVAL GRANDE/RS;Sim
RS;430720;ERVAL GRANDE;;Não
RS;430730;ERVAL SECO;SECRETARIA MUNICIPAL DE SAUDE DE ERVAL SECO/RS;Sim
RS;430730;ERVAL SECO;;Não
SC;420520;ERVAL VELHO;SECRETARIA MUNICIPAL DE SAUDE DE ERVAL VELHO/SC;Sim
SC;420520;ERVAL VELHO;;Não
RS;430740;ESMERALDA;SECRETARIA MUNICIPAL DE SAUDE DE ESMERALDA/RS;Sim
RS;430740;ESMERALDA;;Não
RS;430745;ESPERANCA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ESPERANCA DO SUL/RS;Sim
RS;430745;ESPERANÇA DO SUL;;Não
PR;410752;ESPERANCA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE ESPERANCA NOVA/PR;Sim
PR;410752;ESPERANÇA NOVA;;Não
PR;410754;ESPIGAO ALTO DO IGUACU;SECRETARIA MUNICIPAL DE SAUDE DE ESPIGAO ALTO DO IGUACU/PR;Sim
PR;410754;ESPIGÃO ALTO DO IGUAÇU;;Não
RS;430750;ESPUMOSO;SECRETARIA MUNICIPAL DE SAUDE DE ESPUMOSO/RS;Sim
RS;430750;ESPUMOSO;;Não
RS;430755;ESTACAO;SECRETARIA MUNICIPAL DE SAUDE DE ESTACAO/RS;Sim
RS;430755;ESTAÇÃO;;Não
RS;430760;ESTANCIA VELHA;SECRETARIA MUNICIPAL DE SAUDE DE ESTANCIA VELHA/RS;Sim
RS;430760;ESTÂNCIA VELHA;;Não
RS;430770;ESTEIO;SECRETARIA MUNICIPAL DE SAUDE DE ESTEIO/RS;Sim
RS;430770;ESTEIO;;Não
RS;430780;ESTRELA;SECRETARIA MUNICIPAL DE SAUDE DE ESTRELA/RS;Sim
RS;430780;ESTRELA;;Não
RS;430781;ESTRELA VELHA;SECRETARIA MUNICIPAL DE SAUDE DE ESTRELA VELHA/RS;Sim
RS;430781;ESTRELA VELHA;;Não
RS;430783;EUGENIO DE CASTRO;SECRETARIA MUNICIPAL DE SAUDE DE EUGENIO DE CASTRO/RS;Sim
RS;430783;EUGÊNIO DE CASTRO;;Não
RS;430786;FAGUNDES VARELA;SECRETARIA MUNICIPAL DE SAUDE DE FAGUNDES VARELA/RS;Sim
RS;430786;FAGUNDES VARELA;;Não
PR;410755;FAROL;SECRETARIA MUNICIPAL DE SAUDE DE FAROL/PR;Sim
PR;410755;FAROL;;Não
RS;430790;FARROUPILHA;SECRETARIA MUNICIPAL DE SAUDE DE FARROUPILHA/RS;Sim
RS;430790;FARROUPILHA;;Não
PR;410760;FAXINAL;SECRETARIA MUNICIPAL DE SAUDE DE FAXINAL/PR;Sim
PR;410760;FAXINAL;;Não
RS;430800;FAXINAL DO SOTURNO;SECRETARIA MUNICIPAL DE SAUDE DE FAXINAL DO SOTURNO/RS;Sim
RS;430800;FAXINAL DO SOTURNO;;Não
SC;420530;FAXINAL DOS GUEDES;SECRETARIA MUNICIPAL DE SAUDE DE FAXINAL DO GUEDES/SC;Sim
SC;420530;FAXINAL DOS GUEDES;;Não
RS;430805;FAXINALZINHO;SECRETARIA MUNICIPAL DE SAUDE DE FAXINALZINHO/RS;Sim
RS;430805;FAXINALZINHO;;Não
PR;410765;FAZENDA RIO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE FAZENDA RIO GRANDE;Sim
PR;410765;FAZENDA RIO GRANDE;;Não
RS;430807;FAZENDA VILANOVA;SECRETARIA MUNICIPAL DE SAUDE DE FAZENDA VILANOVA/RS;Sim
RS;430807;FAZENDA VILANOVA;;Não
RS;430810;FELIZ;SECRETARIA MUNICIPAL DE SAUDE DE FELIZ/RS;Sim
