UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão
SP;350800;BURI;SECRETARIA MUNICIPAL DE SAUDE DE TRES CORACOES/MG;Sim
SP;350800;BURI;;Não
SP;350810;BURITAMA;SECRETARIA MUNICIPAL DE SAUDE DE PORANGABA;Sim
SP;350810;BURITAMA;;Não
MG;310930;BURITIS;SECRETARIA MUNICIPAL DE SAUDE DE BURITIS/MG;Sim
MG;310930;BURITIS;;Não
SP;350820;BURITIZAL;SECRETARIA MUNICIPAL DE SAUDE DE PACAEMBU - CENTRO DE SAUDE II DE PACAEMBU;Sim
SP;350820;BURITIZAL;;Não
MG;310940;BURITIZEIRO;SECRETARIA MUNICIPAL DE SAUDE DE BURITIZEIRO/MG;Sim
MG;310940;BURITIZEIRO;;Não
MG;310945;CABECEIRA GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE LASSANCE/MG;Sim
MG;310945;CABECEIRA GRANDE;;Não
RJ;330070;CABO FRIO;;Não
MG;310950;CABO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE AVAI - CS;Sim
MG;310950;CABO VERDE;;Não
SP;350830;CABRALIA PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE HORTOLANDIA;Sim
SP;350830;CABRÁLIA PAULISTA;;Não
SP;350840;CABREUVA;SECRETARIA MUNICIPAL DE SAUDE DE CABREUVA;Sim
SP;350840;CABREÚVA;;Não
SP;350850;CACAPAVA;SECRETARIA MUNICIPAL DE SAUDE DE CACAPAVA - CEADIM ;Sim
SP;350850;CAÇAPAVA;;Não
MG;310960;CACHOEIRA DA PRATA;SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRA DA PRATA/MG;Sim
MG;310960;CACHOEIRA DA PRATA;;Não
MG;310970;CACHOEIRA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE CORACAO DE JESUS/MG;Sim
MG;310970;CACHOEIRA DE MINAS;;Não
MG;310270;CACHOEIRA DE PAJEU;SECRETARIA MUNICIPAL DE SAUDE DE PIEDADE DOS GERAIS/MG;Sim
MG;310270;CACHOEIRA DE PAJEÚ;;Não
MG;310980;CACHOEIRA DOURADA;SECRETARIA MUNICIPAL DE SAUDE DE TIROS/MG;Sim
MG;310980;CACHOEIRA DOURADA;;Não
SP;350860;CACHOEIRA PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRA PAULISTA ;Sim
SP;350860;CACHOEIRA PAULISTA;;Não
RJ;330080;CACHOEIRAS DE MACACU;;Não
ES;320120;CACHOEIRO DE ITAPEMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE GUAREI - CMRF;Sim
ES;320120;CACHOEIRO DE ITAPEMIRIM;;Não
SP;350870;CACONDE;SECRETARIA MUNICIPAL DE SAUDE DE TRES PONTAS/MG;Sim
SP;350870;CACONDE;;Não
MG;310990;CAETANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE RIBEIRAO DOS INDIOS - UBS;Sim
MG;310990;CAETANÓPOLIS;;Não
MG;311000;CAETE;SECRETARIA MUNICIPAL DE SAUDE DE RIFAINA - CS;Sim
MG;311000;CAETÉ;;Não
SP;350880;CAFELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE MIRADOURO/MG;Sim
SP;350880;CAFELÂNDIA;;Não
SP;350890;CAIABU;;Não
MG;311010;CAIANA;;Não
SP;350900;CAIEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE TUIUTI - CS PADRE CESAR CORNEO;Sim
SP;350900;CAIEIRAS;;Não
SP;350910;CAIUA;SECRETARIA MUNICIPAL DE SAUDE DE JABOTICABAL;Sim
SP;350910;CAIUÁ;;Não
SP;350920;CAJAMAR;SECRETARIA MUNICIPAL DE SAUDE DE SARAPUI - UM ;Sim
SP;350920;CAJAMAR;;Não
SP;350925;CAJATI;SECRETARIA MUNICIPAL DE SAUDE DE CAJATI;Sim
SP;350925;CAJATI;;Não
SP;350930;CAJOBI;SECRETARIA MUNICIPAL DE SAUDE DE CAJOBI - CS;Sim
SP;350930;CAJOBI;;Não
MG;311020;CAJURI;SECRETARIA MUNICIPAL DE SAUDE DE CAJURI/MG;Sim
MG;311020;CAJURI;;Não
SP;350940;CAJURU;SECRETARIA MUNICIPAL DE SAUDE DE CAJURU - CSII CENTRO DE SAUDE DE CAJURU;Sim
SP;350940;CAJURU;;Não
MG;311030;CALDAS;SECRETARIA MUNICIPAL DE SAUDE DE CALDAS/MG;Sim
MG;311030;CALDAS;;Não
MG;311040;CAMACHO;SECRETARIA MUNICIPAL DE SAUDE DE CONQUISTA/MG;Sim
MG;311040;CAMACHO;;Não
MG;311050;CAMANDUCAIA;SECRETARIA MUNICIPAL DE SAUDE DE CAMBUQUIRA/MG;Sim
MG;311050;CAMANDUCAIA;;Não
RJ;330090;CAMBUCI;;Não
MG;311060;CAMBUÍ;;Não
MG;311070;CAMBUQUIRA;SECRETARIA MUNICIPAL DE SAUDE DE PRESIDENTE KENNEDY/ES;Sim
MG;311070;CAMBUQUIRA;;Não
MG;311080;CAMPANARIO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPANARIO/MG;Sim
MG;311080;CAMPANÁRIO;;Não
MG;311090;CAMPANHA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPANHA/MG;Sim
MG;311090;CAMPANHA;;Não
MG;311100;CAMPESTRE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPESTRE/MG;Sim
MG;311100;CAMPESTRE;;Não
SP;350945;CAMPINA DO MONTE ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE FORMOSO/MG;Sim
SP;350945;CAMPINA DO MONTE ALEGRE;;Não
MG;311110;CAMPINA VERDE;SECRETARIA MUNICIPAL DE SAUDE DE CONSELHEIRO PENA/MG;Sim
MG;311110;CAMPINA VERDE;;Não
SP;350950;CAMPINAS;SECRETARIA MUNICIPAL DE SAUDE DE ELOI MENDES/MG;Sim
SP;350950;CAMPINAS;;Não
MG;311115;CAMPO AZUL;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO AZUL/MG;Sim
MG;311115;CAMPO AZUL;;Não
MG;311120;CAMPO BELO;SECRETARIA MUNICIPAL DE SAUDE DE CASCALHO RICO/MG;Sim
MG;311120;CAMPO BELO;;Não
MG;311130;CAMPO DO MEIO;;Não
MG;311140;CAMPO FLORIDO;SECRETARIA MUNICIPAL DE SAUDE DE CRAVINHOS;Sim
MG;311140;CAMPO FLORIDO;;Não
SP;350960;CAMPO LIMPO PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO LIMPO PAULISTA - UNIDADE DE VIGILANCIA EM SAUDE;Sim
SP;350960;CAMPO LIMPO PAULISTA;;Não
MG;311150;CAMPOS ALTOS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS ALTOS/MG;Sim
MG;311150;CAMPOS ALTOS;;Não
SP;350970;CAMPOS DO JORDAO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DO JORDAO - CENTRAL MUNICIPAL SALA DE VACINA;Sim
SP;350970;CAMPOS DO JORDÃO;;Não
RJ;330100;CAMPOS DOS GOYTACAZES;;Não
MG;311160;CAMPOS GERAIS;SECRETARIA MUNICIPAL DE SAUDE DE GUARUJA;Sim
MG;311160;CAMPOS GERAIS;;Não
SP;350980;CAMPOS NOVOS PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE PEDREIRA;Sim
SP;350980;CAMPOS NOVOS PAULISTA;;Não
MG;311190;CANA VERDE;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO MONTE/MG;Sim
MG;311190;CANA VERDE;;Não
MG;311170;CANAA;SECRETARIA MUNICIPAL DE SAUDE DE CANAA/MG;Sim
MG;311170;CANAÃ;;Não
SP;350990;CANANEIA;SECRETARIA MUNICIPAL DE SAUDE DE CANANEIA - DEPARTAMENTO;Sim
SP;350990;CANANÉIA;;Não
MG;311180;CANAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ARANDU - CS III ;Sim
MG;311180;CANÁPOLIS;;Não
SP;350995;CANAS;;Não
MG;311200;CANDEIAS;SECRETARIA MUNICIPAL DE SAUDE - CENTRAL MUNICIPAL DE ARMAZENAMENTO DE FRIO DE BURI;Sim
MG;311200;CANDEIAS;;Não
SP;351000;CANDIDO MOTA;SECRETARIA MUNICIPAL DE SAUDE DE AGUAS VERMELHAS/MG;Sim
SP;351000;CÂNDIDO MOTA;;Não
SP;351010;CANDIDO RODRIGUES;SECRETARIA MUNICIPAL DE SAUDE DE CANDIDO RODRIGUES;Sim
SP;351010;CÂNDIDO RODRIGUES;;Não
SP;351015;CANITAR;SECRETARIA MUNICIPAL DE SAUDE DE SANTA HELENA DE MINAS/MG;Sim
SP;351015;CANITAR;;Não
MG;311205;CANTAGALO;;Não
RJ;330110;CANTAGALO;;Não
SP;351020;CAPAO BONITO;SECRETARIA MUNICIPAL DE SAUDE DE CAPAO BONITO;Sim
SP;351020;CAPÃO BONITO;;Não
MG;311210;CAPARAÓ;;Não
SP;351030;CAPELA DO ALTO;SECRETARIA MUNICIPAL DE SAUDE DE CAPELA DO ALTO;Sim
SP;351030;CAPELA DO ALTO;;Não
MG;311220;CAPELA NOVA;;Não
MG;311230;CAPELINHA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DAS PEDRAS/MG;Sim
MG;311230;CAPELINHA;;Não
MG;311240;CAPETINGA;;Não
MG;311250;CAPIM BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE UBAPORANGA/MG;Sim
MG;311250;CAPIM BRANCO;;Não
MG;311260;CAPINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ARAUJOS/MG;Sim
MG;311260;CAPINÓPOLIS;;Não
MG;311265;CAPITÃO ANDRADE;;Não
MG;311270;CAPITAO ENEAS;SECRETARIA MUNICIPAL DE SAUDE DE CAPITAO ENEAS/MG;Sim
MG;311270;CAPITÃO ENÉAS;;Não
MG;311280;CAPITOLIO;SECRETARIA MUNICIPAL DE SAUDE DE MEDINA/MG;Sim
MG;311280;CAPITÓLIO;;Não
SP;351040;CAPIVARI;SECRETARIA MUNICIPAL DE SAUDE DE MANGA/MG;Sim
SP;351040;CAPIVARI;;Não
MG;311290;CAPUTIRA;;Não
SP;351050;CARAGUATATUBA;SECRETARIA MUNICIPAL DE SAUDE DE SAO MATEUS/ES;Sim
SP;351050;CARAGUATATUBA;;Não
MG;311300;CARAI;SECRETARIA MUNICIPAL DE SAUDE DE CARAI/MG;Sim
MG;311300;CARAÍ;;Não
MG;311310;CARANAÍBA;;Não
MG;311320;CARANDAI;SECRETARIA MUNICIPAL DE SAUDE DE MACATUBA;Sim
MG;311320;CARANDAÍ;;Não
MG;311330;CARANGOLA;;Não
RJ;330093;CARAPEBUS;;Não
SP;351060;CARAPICUIBA;SECRETARIA MUNICIPAL DE SAUDE DE LAVINIA - UBS DR JURACY AZEVEDO CARVALHO;Sim
SP;351060;CARAPICUÍBA;;Não
MG;311340;CARATINGA;SECRETARIA MUNICIPAL DE SAUDE DE PIUMA/ES;Sim
MG;311340;CARATINGA;;Não
MG;311350;CARBONITA;SECRETARIA MUNICIPAL DE SAUDE DE ALVINLANDIA;Sim
MG;311350;CARBONITA;;Não
SP;351070;CARDOSO;SECRETARIA MUNICIPAL DE SAUDE DE VAZANTE/MG;Sim
SP;351070;CARDOSO;;Não
RJ;330115;CARDOSO MOREIRA;;Não
MG;311360;CAREAÇU;;Não
ES;320130;CARIACICA;SECRETARIA MUNICIPAL DE SAUDE DE IACRI - CS III JOSUE JORGE DE ANDRADE;Sim
ES;320130;CARIACICA;;Não
MG;311370;CARLOS CHAGAS;SECRETARIA MUNICIPAL DE SAUDE DE CARLOS CHAGAS/MG;Sim
MG;311370;CARLOS CHAGAS;;Não
MG;311380;CARMESIA;SECRETARIA MUNICIPAL DE SAUDE DE CARMESIA/MG;Sim
MG;311380;CARMÉSIA;;Não
RJ;330120;CARMO;;Não
MG;311390;CARMO DA CACHOEIRA;SECRETARIA MUNICIPAL DE SAUDE DE GONCALVES/MG;Sim
MG;311390;CARMO DA CACHOEIRA;;Não
MG;311400;CARMO DA MATA;SECRETARIA MUNICIPAL DE SAUDE DE CARMO DA MATA/MG;Sim
MG;311400;CARMO DA MATA;;Não
MG;311410;CARMO DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE SAO DOMINGOS DO NORTE/ES;Sim
MG;311410;CARMO DE MINAS;;Não
MG;311420;CARMO DO CAJURU;SECRETARIA MUNICIPAL DE SAUDE DE SAO SEBASTIAO DO RIO VERDE/MG;Sim
MG;311420;CARMO DO CAJURU;;Não
MG;311430;CARMO DO PARANAIBA;SECRETARIA MUNICIPAL DE SAUDE DE CARMO DO PARANAIBA/MG;Sim
MG;311430;CARMO DO PARANAÍBA;;Não
MG;311440;CARMO DO RIO CLARO;SECRETARIA MUNICIPAL DE SAUDE DE CAIUA;Sim
MG;311440;CARMO DO RIO CLARO;;Não
MG;311450;CARMOPOLIS DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANDRE ;Sim
MG;311450;CARMÓPOLIS DE MINAS;;Não
MG;311455;CARNEIRINHO;SECRETARIA MUNICIPAL DE SAUDE DE CARNEIRINHO/MG;Sim
MG;311455;CARNEIRINHO;;Não
MG;311460;CARRANCAS;SECRETARIA MUNICIPAL DE SAUDE DE CARRANCAS/MG;Sim
MG;311460;CARRANCAS;;Não
MG;311470;CARVALHOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CARVALHOPOLIS/MG;Sim
MG;311470;CARVALHÓPOLIS;;Não
MG;311480;CARVALHOS;SECRETARIA MUNICIPAL DE SAUDE DE CARVALHOS/MG;Sim
MG;311480;CARVALHOS;;Não
SP;351080;CASA BRANCA;SECRETARIA MUNICIPAL DE SAUDE DE CASA BRANCA - CENTRO DE SAUDE POLICLINICA;Sim
SP;351080;CASA BRANCA;;Não
MG;311490;CASA GRANDE;;Não
MG;311500;CASCALHO RICO;SECRETARIA MUNICIPAL DE SAUDE DE ITATIAIUCU/MG;Sim
MG;311500;CASCALHO RICO;;Não
RJ;330130;CASIMIRO DE ABREU;;Não
MG;311510;CASSIA;SECRETARIA MUNICIPAL DE SAUDE DE NHANDEARA - CS II PREF. DR. OCTAVIANO CARDOSO FILHO;Sim
MG;311510;CÁSSIA;;Não
SP;351090;CASSIA DOS COQUEIROS;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADA GAUCHA/MG;Sim
SP;351090;CÁSSIA DOS COQUEIROS;;Não
ES;320140;CASTELO;SECRETARIA MUNICIPAL DE SAUDE DE CASTELO/ES;Sim
ES;320140;CASTELO;;Não
SP;351100;CASTILHO;SECRETARIA MUNICIPAL DE SAUDE DE CASTILHO - CIS DR SERAFIM JUSTO;Sim
SP;351100;CASTILHO;;Não
MG;311530;CATAGUASES;SECRETARIA MUNICIPAL DE SAUDE DE CATAGUASES/MG;Sim
MG;311530;CATAGUASES;;Não
SP;351110;CATANDUVA;SECRETARIA MUNICIPAL DE SAUDE DE CATANDUVA;Sim
SP;351110;CATANDUVA;;Não
MG;311535;CATAS ALTAS;SECRETARIA MUNICIPAL DE SAUDE DE PAPAGAIOS/MG;Sim
MG;311535;CATAS ALTAS;;Não
MG;311540;CATAS ALTAS DA NORUEGA;;Não
SP;351120;CATIGUA;SECRETARIA MUNICIPAL DE SAUDE DE CATIGUA - UBS HELIO REIS RAMIRES;Sim
SP;351120;CATIGUÁ;;Não
MG;311545;CATUJI;SECRETARIA MUNICIPAL DE SAUDE DE PADRE PARAISO/MG;Sim
MG;311545;CATUJI;;Não
MG;311547;CATUTI;SECRETARIA MUNICIPAL DE SAUDE DE CATUTI/MG;Sim
MG;311547;CATUTI;;Não
MG;311550;CAXAMBU;;Não
SP;351130;CEDRAL;SECRETARIA MUNICIPAL DE SAUDE DE CEDRAL - UBSF DR. BENITO MALZONE;Sim
SP;351130;CEDRAL;;Não
MG;311560;CEDRO DO ABAETE;SECRETARIA MUNICIPAL DE SAUDE DE PAULINIA;Sim
MG;311560;CEDRO DO ABAETÉ;;Não
MG;311570;CENTRAL DE MINAS;;Não
MG;311580;CENTRALINA;;Não
SP;351140;CERQUEIRA CESAR;SECRETARIA MUNICIPAL DE SAUDE DE CERQUEIRA CESAR;Sim
SP;351140;CERQUEIRA CÉSAR;;Não
SP;351150;CERQUILHO;SECRETARIA MUNICIPAL DE SAUDE DE BONFIM/MG;Sim
SP;351150;CERQUILHO;;Não
SP;351160;CESARIO LANGE;SECRETARIA MUNICIPAL DE SAUDE DE CESARIO LANGE - UBS LAZARO MENDES CASTANHO;Sim
SP;351160;CESÁRIO LANGE;;Não
MG;311590;CHÁCARA;;Não
MG;311600;CHALÉ;;Não
MG;311610;CHAPADA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO CALCADO/ES;Sim
MG;311610;CHAPADA DO NORTE;;Não
MG;311615;CHAPADA GAUCHA;SECRETARIA MUNICIPAL DE SAUDE DE ANDRADAS/MG;Sim
MG;311615;CHAPADA GAÚCHA;;Não
SP;351170;CHARQUEADA;SECRETARIA MUNICIPAL DE SAUDE DE CHARQUEADA - CS II;Sim
SP;351170;CHARQUEADA;;Não
SP;355720;CHAVANTES;SECRETARIA MUNICIPAL DE SAUDE DE SANTO EXPEDITO - UBS EULINA RAMOS PASSOS;Sim
SP;355720;CHAVANTES;;Não
MG;311620;CHIADOR;;Não
MG;311630;CIPOTÂNEA;;Não
MG;311640;CLARAVAL;SECRETARIA MUNICIPAL DE SAUDE DE ITAMONTE/MG;Sim
MG;311640;CLARAVAL;;Não
MG;311650;CLARO DOS POCOES;SECRETARIA MUNICIPAL DE SAUDE DE ARCO IRIS - ESF;Sim
MG;311650;CLARO DOS POÇÕES;;Não
MG;311660;CLAUDIO;SECRETARIA MUNICIPAL DE SAUDE DE CLAUDIO/MG;Sim
MG;311660;CLÁUDIO;;Não
SP;351190;CLEMENTINA;SECRETARIA MUNICIPAL DE SAUDE DE CLEMENTINA - CS III;Sim
SP;351190;CLEMENTINA;;Não
MG;311670;COIMBRA;SECRETARIA MUNICIPAL DE SAUDE DE ANCHIETA/ES;Sim
MG;311670;COIMBRA;;Não
ES;320150;COLATINA;;Não
SP;351200;COLINA;SECRETARIA MUNICIPAL DE SAUDE DE VERMELHO NOVO/MG;Sim
SP;351200;COLINA;;Não
SP;351210;COLOMBIA;SECRETARIA MUNICIPAL DE SAUDE DE ESTRELA DALVA/MG;Sim
SP;351210;COLÔMBIA;;Não
MG;311680;COLUNA;;Não
MG;311690;COMENDADOR GOMES;;Não
RJ;330095;COMENDADOR LEVY GASPARIAN;;Não
MG;311700;COMERCINHO;SECRETARIA MUNICIPAL DE SAUDE DE ALTO RIO NOVO/ES;Sim
MG;311700;COMERCINHO;;Não
MG;311710;CONCEICAO DA APARECIDA;SECRETARIA MUNICIPAL DE SAUDE DE IBITURUNA/MG;Sim
MG;311710;CONCEIÇÃO DA APARECIDA;;Não
ES;320160;CONCEIÇÃO DA BARRA;;Não
MG;311520;CONCEICAO DA BARRA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DA BARRA DE MINAS/MG;Sim
MG;311520;CONCEIÇÃO DA BARRA DE MINAS;;Não
MG;311730;CONCEICAO DAS ALAGOAS;SECRETARIA MUNICIPAL DE SAUDE DE RIO PIRACICABA/MG;Sim
MG;311730;CONCEIÇÃO DAS ALAGOAS;;Não
MG;311720;CONCEICAO DAS PEDRAS;SECRETARIA MUNICIPAL DE SAUDE DE IPIACU/MG;Sim
MG;311720;CONCEIÇÃO DAS PEDRAS;;Não
MG;311740;CONCEIÇÃO DE IPANEMA;;Não
RJ;330140;CONCEIÇÃO DE MACABU;;Não
ES;320170;CONCEIÇÃO DO CASTELO;;Não
MG;311750;CONCEICAO DO MATO DENTRO;SECRETARIA MUNICIPAL DE SAUDE DE PRADOPOLIS - CS JANUARIO THEODORO DE SOUZA;Sim
MG;311750;CONCEIÇÃO DO MATO DENTRO;;Não
MG;311760;CONCEICAO DO PARA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO PARA/MG;Sim
MG;311760;CONCEIÇÃO DO PARÁ;;Não
MG;311770;CONCEICAO DO RIO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO RIO VERDE/MG;Sim
MG;311770;CONCEIÇÃO DO RIO VERDE;;Não
MG;311780;CONCEIÇÃO DOS OUROS;;Não
SP;351220;CONCHAL;SECRETARIA MUNICIPAL DE SAUDE DE DIVINO DE SAO LOURENCO/ES;Sim
SP;351220;CONCHAL;;Não
SP;351230;CONCHAS;SECRETARIA MUNICIPAL DE SAUDE DE CUNHA - CS DR DAHER PEDRO ;Sim
SP;351230;CONCHAS;;Não
MG;311783;CONEGO MARINHO;SECRETARIA MUNICIPAL DE SAUDE DE VILA VELHA/ES;Sim
MG;311783;CÔNEGO MARINHO;;Não
MG;311787;CONFINS;SECRETARIA MUNICIPAL DE SAUDE DE ARACUAI/MG;Sim
MG;311787;CONFINS;;Não
MG;311790;CONGONHAL;SECRETARIA MUNICIPAL DE SAUDE DE BAURU - SECAO TECNICA DE IMUNIZACAO;Sim
MG;311790;CONGONHAL;;Não
MG;311800;CONGONHAS;SECRETARIA MUNICIPAL DE SAUDE DE CONGONHAS/MG;Sim
MG;311800;CONGONHAS;;Não
MG;311810;CONGONHAS DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE FAMA/MG;Sim
MG;311810;CONGONHAS DO NORTE;;Não
MG;311820;CONQUISTA;SECRETARIA MUNICIPAL DE SAUDE DE DELTA/MG;Sim
MG;311820;CONQUISTA;;Não
MG;311830;CONSELHEIRO LAFAIETE;SECRETARIA MUNICIPAL DE SAUDE DE CONSELHEIRO LAFAIETE/MG;Sim
MG;311830;CONSELHEIRO LAFAIETE;;Não
MG;311840;CONSELHEIRO PENA;SECRETARIA MUNICIPAL DE SAUDE DE BORACEIA - UBS ELISA SGAVIOLI PAULIN;Sim
MG;311840;CONSELHEIRO PENA;;Não
MG;311850;CONSOLACAO;SECRETARIA MUNICIPAL DE SAUDE DE MATIAS CARDOSO/MG;Sim
MG;311850;CONSOLAÇÃO;;Não
MG;311860;CONTAGEM;SECRETARIA MUNICIPAL DE SAUDE DE CONTAGEM/MG;Sim
MG;311860;CONTAGEM;;Não
MG;311870;COQUEIRAL;SECRETARIA MUNICIPAL DE SAUDE DE SANTO HIPOLITO/MG;Sim
MG;311870;COQUEIRAL;;Não
MG;311880;CORACAO DE JESUS;SECRETARIA MUNICIPAL DE SAUDE DE ICARAI DE MINAS/MG;Sim
MG;311880;CORAÇÃO DE JESUS;;Não
RJ;330150;CORDEIRO;;Não
SP;351240;CORDEIROPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CORDISLANDIA/MG;Sim
SP;351240;CORDEIRÓPOLIS;;Não
MG;311890;CORDISBURGO;SECRETARIA MUNICIPAL DE SAUDE DE PARAISO - UBS EMILIO BARATO NETO;Sim
MG;311890;CORDISBURGO;;Não
MG;311900;CORDISLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE SAO THOME DAS LETRAS/MG;Sim
MG;311900;CORDISLÂNDIA;;Não
MG;311910;CORINTO;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO RETIRO/MG;Sim
MG;311910;CORINTO;;Não
MG;311920;COROACI;SECRETARIA MUNICIPAL DE SAUDE DE SEBASTIANOPOLIS DO SUL - CS;Sim
MG;311920;COROACI;;Não
SP;351250;COROADOS;SECRETARIA MUNICIPAL DE SAUDE DE COROADOS - UBSF;Sim
SP;351250;COROADOS;;Não
MG;311930;COROMANDEL;SECRETARIA MUNICIPAL DE SAUDE DE SILVEIRAS - UM;Sim
MG;311930;COROMANDEL;;Não
MG;311940;CORONEL FABRICIANO;SECRETARIA MUNICIPAL DE SAUDE DE JOSENOPOLIS/MG;Sim
MG;311940;CORONEL FABRICIANO;;Não
SP;351260;CORONEL MACEDO;SECRETARIA MUNICIPAL DE SAUDE DE CAETE/MG;Sim
SP;351260;CORONEL MACEDO;;Não
MG;311950;CORONEL MURTA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA/MG;Sim
MG;311950;CORONEL MURTA;;Não
MG;311960;CORONEL PACHECO;;Não
MG;311970;CORONEL XAVIER CHAVES;SECRETARIA MUNICIPAL DE SAUDE DE GUAPE/MG;Sim
MG;311970;CORONEL XAVIER CHAVES;;Não
MG;311980;CORREGO DANTA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRACU/ES;Sim
MG;311980;CÓRREGO DANTA;;Não
MG;311990;CÓRREGO DO BOM JESUS;;Não
MG;311995;CORREGO FUNDO;SECRETARIA MUNICIPAL DE SAUDE DE CORREGO FUNDO/MG;Sim
MG;311995;CÓRREGO FUNDO;;Não
MG;312000;CORREGO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE CORREGO NOVO/MG;Sim
MG;312000;CÓRREGO NOVO;;Não
SP;351270;CORUMBATAI;SECRETARIA MUNICIPAL DE SAUDE DE PALMOPOLIS/MG;Sim
SP;351270;CORUMBATAÍ;;Não
SP;351280;COSMOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE COSMOPOLIS;Sim
SP;351280;COSMÓPOLIS;;Não
SP;351290;COSMORAMA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA PORTEIRINHA/MG;Sim
SP;351290;COSMORAMA;;Não
SP;351300;COTIA;SECRETARIA MUNICIPAL DE SAUDE DE COTIA;Sim
SP;351300;COTIA;;Não
MG;312010;COUTO DE MAGALHAES DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE IBIRAREMA ;Sim
MG;312010;COUTO DE MAGALHÃES DE MINAS;;Não
SP;351310;CRAVINHOS;SECRETARIA MUNICIPAL DE SAUDE DE DOM BOSCO/MG;Sim
SP;351310;CRAVINHOS;;Não
MG;312015;CRISOLITA;SECRETARIA MUNICIPAL DE SAUDE DE LOURDES - UBSF SEGISFREDO MAMEDE PINTO;Sim
MG;312015;CRISÓLITA;;Não
MG;312020;CRISTAIS;SECRETARIA MUNICIPAL DE SAUDE DE SANTANA DO RIACHO/MG;Sim
MG;312020;CRISTAIS;;Não
SP;351320;CRISTAIS PAULISTA;SECRETARIA MUNICIPAL DE SAUDE CAPIVARI - CS DR MARIO  DIAS DE AGUIAR;Sim
SP;351320;CRISTAIS PAULISTA;;Não
MG;312030;CRISTÁLIA;;Não
MG;312040;CRISTIANO OTONI;;Não
MG;312050;CRISTINA;SECRETARIA MUNICIPAL DE SAUDE DE PIRANGUINHO/MG;Sim
MG;312050;CRISTINA;;Não
MG;312060;CRUCILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE OLIMPIO NORONHA/MG;Sim
MG;312060;CRUCILÂNDIA;;Não
SP;351330;CRUZALIA;SECRETARIA MUNICIPAL DE SAUDE DE CRUZALIA - UBS ;Sim
SP;351330;CRUZÁLIA;;Não
SP;351340;CRUZEIRO;SECRETARIA MUNICIPAL DE SAUDE DE PARANAPUA - UBS/ESF JOAO MARCOS DE CARVALHO RODRIGUES;Sim
SP;351340;CRUZEIRO;;Não
MG;312070;CRUZEIRO DA FORTALEZA;SECRETARIA MUNICIPAL DE SAUDE DE ESTIVA GERBI - USF 1 ANTONIO OIR DO PRADO;Sim
MG;312070;CRUZEIRO DA FORTALEZA;;Não
MG;312080;CRUZILIA;SECRETARIA MUNICIPAL DE SAUDE DE CRUZILIA/MG;Sim
MG;312080;CRUZÍLIA;;Não
SP;351350;CUBATAO;SECRETARIA MUNICIPAL DE SAUDE DE BONFINOPOLIS DE MINAS/MG;Sim
SP;351350;CUBATÃO;;Não
