UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão;;;;;
MA;210203;BOM JESUS DAS SELVAS;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DA SELVAS/MA;Sim;;;;;
MA;210203;BOM JESUS DAS SELVAS;;Não;;;;;
MA;210207;BOM LUGAR;SECRETARIA MUNICIPAL DE SAUDE DE BOM LUGAR/MA;Sim;;;;;
MA;210207;BOM LUGAR;;Não;;;;;
PI;220191;BOM PRINCÍPIO DO PIAUÍ;;Não;;;;;
PB;250230;BOM SUCESSO;;Não;;;;;
PI;220192;BONFIM DO PIAUÍ;;Não;;;;;
BA;290400;BONINAL;;Não;;;;;
BA;290405;BONITO;SECRETARIA MUNICIPAL DE SAUDE DE BONITO/BA;Sim;;;;;
PE;260230;BONITO;SECRETARIA MUNICIPAL DE SAUDE DE BONITO/PE;Sim;;;;;
PE;260230;BONITO;;Não;;;;;
BA;290405;BONITO;;Não;;;;;
PB;250240;BONITO DE SANTA FE;SECRETARIA MUNICIPAL DE SAUDE BONITO DE SANTA FE/PB;Sim;;;;;
PB;250240;BONITO DE SANTA FÉ;;Não;;;;;
PB;250250;BOQUEIRAO;SECRETARIA MUNICIPAL DE SAUDE BOQUEIRAO/PB;Sim;;;;;
PB;250250;BOQUEIRÃO;;Não;;;;;
PI;220194;BOQUEIRÃO DO PIAUÍ;;Não;;;;;
BA;290410;BOQUIRA;;Não;;;;;
PB;250270;BORBOREMA;;Não;;;;;
BA;290420;BOTUPORA;SECRETARIA MUNICIPAL DE SAUDE DE BOTUPORA/BA;Sim;;;;;
BA;290420;BOTUPORÃ;;Não;;;;;
AL;270110;BRANQUINHA;SECRETARIA MUNICIPAL DE SAUDE DE BRANQUINHA/AL;Sim;;;;;
AL;270110;BRANQUINHA;;Não;;;;;
PI;220196;BRASILEIRA;;Não;;;;;
PE;260240;BREJÃO;;Não;;;;;
RN;240180;BREJINHO;;Não;;;;;
PE;260250;BREJINHO;;Não;;;;;
MA;210210;BREJO;SECRETARIA MUNICIPAL DE SAUDE DE BREJO/MA;Sim;;;;;
MA;210210;BREJO;;Não;;;;;
PE;260260;BREJO DA MADRE DE DEUS;SECRETARIA MUNICIPAL DE SAUDE DE BREJO DE MADRE DE DEUS/PE;Sim;;;;;
PE;260260;BREJO DA MADRE DE DEUS;;Não;;;;;
MA;210215;BREJO DE AREIA;;Não;;;;;
PB;250280;BREJO DO CRUZ;SECRETARIA MUNICIPAL DE SAUDE BREJO DO CRUZ/PB;Sim;;;;;
PB;250280;BREJO DO CRUZ;;Não;;;;;
PI;220198;BREJO DO PIAUÍ;;Não;;;;;
PB;250290;BREJO DOS SANTOS;SECRETARIA MUNICIPAL DE SAUDE BREJO DOS SANTOS/PB;Sim;;;;;
PB;250290;BREJO DOS SANTOS;;Não;;;;;
CE;230250;BREJO SANTO;SECRETARIA MUNICIPAL DE SAUDE DE BREJO SANTO/CE;Sim;;;;;
CE;230250;BREJO SANTO;;Não;;;;;
BA;290430;BREJOES;SECRETARIA MUNICIPAL DE SAUDE DE BREJOES/BA;Sim;;;;;
BA;290430;BREJÕES;;Não;;;;;
BA;290440;BREJOLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE BREJOLANDIA/BA;Sim;;;;;
BA;290440;BREJOLÂNDIA;;Não;;;;;
BA;290450;BROTAS DE MACAUBAS;SECRETARIA MUNICIPAL DE SAUDE DE BROTAS DE MACAUBAS/BA;Sim;;;;;
BA;290450;BROTAS DE MACAÚBAS;;Não;;;;;
BA;290460;BRUMADO;SECRETARIA MUNICIPAL DE SAUDE DE BRUMADO/BA;Sim;;;;;
BA;290460;BRUMADO;;Não;;;;;
PE;260270;BUENOS AIRES;SECRETARIA MUNICIPAL DE SAUDE DE BUENOS AIRES/PE;Sim;;;;;
PE;260270;BUENOS AIRES;;Não;;;;;
BA;290470;BUERAREMA;SECRETARIA MUNICIPAL DE SAUDE DE BUERAREMA/BA;Sim;;;;;
BA;290470;BUERAREMA;;Não;;;;;
PE;260280;BUIQUE;SECRETARIA MUNICIPAL DE SAUDE DE BUIQUE/PE;Sim;;;;;
PE;260280;BUÍQUE;;Não;;;;;
MA;210220;BURITI;SECRETARIA MUNICIPAL DE SAUDE DE BURITI/MA;Sim;;;;;
MA;210220;BURITI;;Não;;;;;
MA;210230;BURITI BRAVO;SECRETARIA MUNICIPAL DE SAUDE DE BURITI BRAVO/MA;Sim;;;;;
MA;210230;BURITI BRAVO;;Não;;;;;
PI;220200;BURITI DOS LOPES;;Não;;;;;
PI;220202;BURITI DOS MONTES;;Não;;;;;
MA;210232;BURITICUPU;SECRETARIA MUNICIPAL DE SAUDE DE BURITICUPU/MA;Sim;;;;;
MA;210232;BURITICUPU;;Não;;;;;
BA;290475;BURITIRAMA;SECRETARIA MUNICIPAL DE SAUDE DE BURITIRAMA/BA;Sim;;;;;
BA;290475;BURITIRAMA;;Não;;;;;
MA;210235;BURITIRANA;SECRETARIA MUNICIPAL DE SAUDE DE BURITIRANA/MA;Sim;;;;;
MA;210235;BURITIRANA;;Não;;;;;
PB;250300;CAAPORA;SECRETARIA MUNICIPAL DE SAUDE CAAPORA/PB;Sim;;;;;
PB;250300;CAAPORÃ;;Não;;;;;
BA;290480;CAATIBA;SECRETARIA MUNICIPAL DE SAUDE DE CAATIBA/BA;Sim;;;;;
BA;290480;CAATIBA;;Não;;;;;
PB;250310;CABACEIRAS;SECRETARIA MUNICIPAL DE SAUDE CABACEIRAS/PB;Sim;;;;;
PB;250310;CABACEIRAS;;Não;;;;;
BA;290485;CABACEIRAS DO PARAGUACU;SECRETARIA MUNICIPAL DE SAUDE DE CABACEIRAS DO PARAGUACU/BA;Sim;;;;;
BA;290485;CABACEIRAS DO PARAGUAÇU;;Não;;;;;
PI;220205;CABECEIRAS DO PIAUÍ;;Não;;;;;
PB;250320;CABEDELO;SECRETARIA MUNICIPAL DE SAUDE CABEDELO - PB;Sim;;;;;
PB;250320;CABEDELO;;Não;;;;;
PE;260290;CABO DE SANTO AGOSTINHO;SECRETARIA MUNICIPAL DE SAUDE DE CABO/PE;Sim;;;;;
PE;260290;CABO DE SANTO AGOSTINHO;;Não;;;;;
PE;260300;CABROBO;SECRETARIA MUNICIPAL DE SAUDE DE CABROBO/PE;Sim;;;;;
PE;260300;CABROBÓ;;Não;;;;;
BA;290490;CACHOEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRA/BA;Sim;;;;;
BA;290490;CACHOEIRA;;Não;;;;;
PB;250330;CACHOEIRA DOS INDIOS;SECRETARIA MUNICIPAL DE SAUDE CACHOEIRA DOS INDIOS/PB;Sim;;;;;
PB;250330;CACHOEIRA DOS ÍNDIOS;;Não;;;;;
MA;210237;CACHOEIRA GRANDE;;Não;;;;;
PE;260310;CACHOEIRINHA;SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRINHA/PE;Sim;;;;;
PE;260310;CACHOEIRINHA;;Não;;;;;
PB;250340;CACIMBA DE AREIA;;Não;;;;;
PB;250350;CACIMBA DE DENTRO;;Não;;;;;
PB;250355;CACIMBAS;;Não;;;;;
AL;270120;CACIMBINHAS;SECRETARIA MUNICIPAL DE SAUDE DE CACIMBINHAS/AL;Sim;;;;;
AL;270120;CACIMBINHAS;;Não;;;;;
BA;290500;CACULÉ;;Não;;;;;
BA;290510;CAEM;SECRETARIA MUNICIPAL DE SAUDE DE CAEM/BA;Sim;;;;;
BA;290510;CAÉM;;Não;;;;;
BA;290515;CAETANOS;;Não;;;;;
PE;260320;CAETES;SECRETARIA MUNICIPAL DE SAUDE DE CAETES/PE;Sim;;;;;
PE;260320;CAETÉS;;Não;;;;;
BA;290520;CAETITE;SECRETARIA MUNICIPAL DE SAUDE DE CAETITE/BA;Sim;;;;;
BA;290520;CAETITÉ;;Não;;;;;
BA;290530;CAFARNAUM;SECRETARIA MUNICIPAL DE SAUDE DE CAFARNAUM/BA;Sim;;;;;
BA;290530;CAFARNAUM;;Não;;;;;
PB;250360;CAIÇARA;;Não;;;;;
RN;240185;CAIÇARA DO NORTE;;Não;;;;;
RN;240190;CAIÇARA DO RIO DO VENTO;;Não;;;;;
RN;240200;CAICÓ;;Não;;;;;
BA;290540;CAIRU;SECRETARIA MUNICIPAL DE SAUDE DE CAIRU/BA;Sim;;;;;
BA;290540;CAIRU;;Não;;;;;
MA;210240;CAJAPIO;SECRETARIA MUNICIPAL DE SAUDE DE CAJAPIO/MA;Sim;;;;;
MA;210240;CAJAPIÓ;;Não;;;;;
MA;210250;CAJARI;SECRETARIA MUNICIPAL DE SAUDE DE CAJARI/MA;Sim;;;;;
MA;210250;CAJARI;;Não;;;;;
PB;250370;CAJAZEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE CAJAZEIRAS/PB;Sim;;;;;
PB;250370;CAJAZEIRAS;;Não;;;;;
PI;220207;CAJAZEIRAS DO PIAUÍ;;Não;;;;;
PB;250375;CAJAZEIRINHAS;;Não;;;;;
AL;270130;CAJUEIRO;SECRETARIA MUNICIPAL DE SAUDE DE CAJUEIRO/AL;Sim;;;;;
AL;270130;CAJUEIRO;;Não;;;;;
PI;220208;CAJUEIRO DA PRAIA;;Não;;;;;
PE;260330;CALCADO;SECRETARIA MUNICIPAL DE SAUDE DE CALCADO/PE;Sim;;;;;
PE;260330;CALÇADO;;Não;;;;;
PB;250380;CALDAS BRANDAO;SECRETARIA MUNICIPAL DE SAUDE CALDAS BRANDAO/PB;Sim;;;;;
PB;250380;CALDAS BRANDÃO;;Não;;;;;
BA;290550;CALDEIRAO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE CALDEIRAO GRANDE/BA;Sim;;;;;
BA;290550;CALDEIRÃO GRANDE;;Não;;;;;
PI;220209;CALDEIRAO GRANDE DO PIAUI;SECRETARIA MUNICIPAL DE SAUDE DE CALDEIRAO GRANDE DO PIAUI/PI;Sim;;;;;
PI;220209;CALDEIRÃO GRANDE DO PIAUÍ;;Não;;;;;
PE;260340;CALUMBI;SECRETARIA MUNICIPAL DE SAUDE DE CALUMBI/PE;Sim;;;;;
PE;260340;CALUMBI;;Não;;;;;
BA;290560;CAMACAN;SECRETARIA MUNICIPAL DE SAUDE DE CAMACAN/BA;Sim;;;;;
BA;290560;CAMACAN;;Não;;;;;
BA;290570;CAMACARI;SECRETARIA MUNICIPAL DE SAUDE DE CAMACARI/BA;Sim;;;;;
BA;290570;CAMAÇARI;;Não;;;;;
PB;250390;CAMALAU;SECRETARIA MUNICIPAL DE SAUDE CAMALAU/PB;Sim;;;;;
PB;250390;CAMALAÚ;;Não;;;;;
BA;290580;CAMAMU;SECRETARIA MUNICIPAL DE SAUDE DE CAMAMU/BA;Sim;;;;;
BA;290580;CAMAMU;;Não;;;;;
PE;260345;CAMARAGIBE;;Não;;;;;
CE;230260;CAMOCIM;SECRETARIA MUNICIPAL DE SAUDE DE CAMOCIM/CE;Sim;;;;;
CE;230260;CAMOCIM;;Não;;;;;
PE;260350;CAMOCIM DE SÃO FÉLIX;;Não;;;;;
AL;270135;CAMPESTRE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPESTRE/AL;Sim;;;;;
AL;270135;CAMPESTRE;;Não;;;;;
MA;210255;CAMPESTRE DO MARANHAO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPESTRE DO MARANHAO/MA;Sim;;;;;
MA;210255;CAMPESTRE DO MARANHÃO;;Não;;;;;
PB;250400;CAMPINA GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPINA GRANDE;Sim;;;;;
PB;250400;CAMPINA GRANDE;;Não;;;;;
PI;220210;CAMPINAS DO PIAUÍ;;Não;;;;;
AL;270140;CAMPO ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO ALEGRE/AL;Sim;;;;;
AL;270140;CAMPO ALEGRE;;Não;;;;;
BA;290590;CAMPO ALEGRE DE LOURDES;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO ALEGRE DE LOURDES/BA;Sim;;;;;
BA;290590;CAMPO ALEGRE DE LOURDES;;Não;;;;;
PI;220211;CAMPO ALEGRE DO FIDALGO;;Não;;;;;
BA;290600;CAMPO FORMOSO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPO FORMOSO/BA;Sim;;;;;
BA;290600;CAMPO FORMOSO;;Não;;;;;
RN;240130;CAMPO GRANDE;;Não;;;;;
AL;270150;CAMPO GRANDE;;Não;;;;;
PI;220213;CAMPO GRANDE DO PIAUÍ;;Não;;;;;
PI;220217;CAMPO LARGO DO PIAUÍ;;Não;;;;;
PI;220220;CAMPO MAIOR;;Não;;;;;
RN;240210;CAMPO REDONDO;;Não;;;;;
CE;230270;CAMPOS SALES;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS SALES/CE;Sim;;;;;
CE;230270;CAMPOS SALES;;Não;;;;;
PE;260360;CAMUTANGA;SECRETARIA MUNICIPAL DE SAUDE DE CAMUTANGA/PE;Sim;;;;;
PE;260360;CAMUTANGA;;Não;;;;;
AL;270160;CANAPI;SECRETARIA MUNICIPAL DE SAUDE DE CANAPI/AL;Sim;;;;;
AL;270160;CANAPI;;Não;;;;;
BA;290610;CANÁPOLIS;;Não;;;;;
BA;290620;CANARANA;;Não;;;;;
PI;220225;CANAVIEIRA;;Não;;;;;
BA;290630;CANAVIEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE CANAVIEIRAS/BA;Sim;;;;;
BA;290630;CANAVIEIRAS;;Não;;;;;
BA;290640;CANDEAL;SECRETARIA MUNICIPAL DE SAUDE DE CANDEAL/BA;Sim;;;;;
BA;290640;CANDEAL;;Não;;;;;
BA;290650;CANDEIAS;SECRETARIA MUNICIPAL DE SAUDE DE CANDEIAS/BA;Sim;;;;;
BA;290650;CANDEIAS;;Não;;;;;
BA;290660;CANDIBA;;Não;;;;;
MA;210260;CÂNDIDO MENDES;;Não;;;;;
BA;290670;CANDIDO SALES;SECRETARIA MUNICIPAL DE SAUDE DE CANDIDO SALES/BA;Sim;;;;;
BA;290670;CÂNDIDO SALES;;Não;;;;;
RN;240220;CANGUARETAMA;;Não;;;;;
PE;260370;CANHOTINHO;SECRETARIA MUNICIPAL DE SAUDE DE CANHOTINHO/PE;Sim;;;;;
PE;260370;CANHOTINHO;;Não;;;;;
CE;230280;CANINDE;SECRETARIA MUNICIPAL DE SAUDE DE CANINDE/CE;Sim;;;;;
CE;230280;CANINDÉ;;Não;;;;;
BA;290680;CANSANÇÃO;;Não;;;;;
MA;210270;CANTANHEDE;SECRETARIA MUNICIPAL DE SAUDE DE CANTANHEDE/MA;Sim;;;;;
MA;210270;CANTANHEDE;;Não;;;;;
PI;220230;CANTO DO BURITI;;Não;;;;;
BA;290682;CANUDOS;SECRETARIA MUNICIPAL DE SAUDE DE CANUDOS/BA;Sim;;;;;
BA;290682;CANUDOS;;Não;;;;;
AL;270170;CAPELA;SECRETARIA MUNICIPAL DE SAUDE DE CAPELA/AL;Sim;;;;;
AL;270170;CAPELA;;Não;;;;;
BA;290685;CAPELA DO ALTO ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE CAPELA DO ALTO ALEGRE/BA;Sim;;;;;
BA;290685;CAPELA DO ALTO ALEGRE;;Não;;;;;
PB;250403;CAPIM;SECRETARIA MUNICIPAL DE SAUDE DE CAPIM/PB;Sim;;;;;
PB;250403;CAPIM;;Não;;;;;
BA;290687;CAPIM GROSSO;SECRETARIA MUNICIPAL DE SAUDE DE CAPIM GROSSO/BA;Sim;;;;;
BA;290687;CAPIM GROSSO;;Não;;;;;
MA;210275;CAPINZAL DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE CAPINZAL DO NORTE/MA;Sim;;;;;
MA;210275;CAPINZAL DO NORTE;;Não;;;;;
CE;230290;CAPISTRANO;;Não;;;;;
PI;220240;CAPITÃO DE CAMPOS;;Não;;;;;
PI;220245;CAPITÃO GERVÁSIO OLIVEIRA;;Não;;;;;
PE;260380;CAPOEIRAS;;Não;;;;;
PI;220250;CARACOL;;Não;;;;;
BA;290689;CARAIBAS;SECRETARIA MUNICIPAL DE SAUDE DE CARAIBAS/BA;Sim;;;;;
BA;290689;CARAÍBAS;;Não;;;;;
RN;240230;CARAÚBAS;;Não;;;;;
PB;250407;CARAÚBAS;;Não;;;;;
PI;220253;CARAÚBAS DO PIAUÍ;;Não;;;;;
BA;290690;CARAVELAS;SECRETARIA MUNICIPAL DE SAUDE DE CARAVELAS/BA;Sim;;;;;
BA;290690;CARAVELAS;;Não;;;;;
BA;290700;CARDEAL DA SILVA;SECRETARIA MUNICIPAL DE SAUDE DE CARDEAL DA SILVA/BA;Sim;;;;;
BA;290700;CARDEAL DA SILVA;;Não;;;;;
CE;230300;CARIDADE;SECRETARIA MUNICIPAL DE SAUDE DE CARIDADE/CE;Sim;;;;;
CE;230300;CARIDADE;;Não;;;;;
PI;220255;CARIDADE DO PIAUÍ;;Não;;;;;
BA;290710;CARINHANHA;SECRETARIA MUNICIPAL DE SAUDE DE CARINHANHA/BA;Sim;;;;;
BA;290710;CARINHANHA;;Não;;;;;
CE;230310;CARIRE;SECRETARIA MUNICIPAL DE SAUDE DE CARIRE/CE;Sim;;;;;
CE;230310;CARIRÉ;;Não;;;;;
CE;230320;CARIRIACU;SECRETARIA MUNICIPAL DE SAUDE DE CARIRIACU/CE;Sim;;;;;
CE;230320;CARIRIAÇU;;Não;;;;;
CE;230330;CARIUS;SECRETARIA MUNICIPAL DE SAUDE DE CARIUS/CE;Sim;;;;;
CE;230330;CARIÚS;;Não;;;;;
PE;260390;CARNAÍBA;;Não;;;;;
RN;240240;CARNAÚBA DOS DANTAS;;Não;;;;;
RN;240250;CARNAUBAIS;;Não;;;;;
CE;230340;CARNAUBAL;SECRETARIA MUNICIPAL DE SAUDE DE CARNAUBAL/CE;Sim;;;;;
CE;230340;CARNAUBAL;;Não;;;;;
PE;260392;CARNAUBEIRA DA PENHA;SECRETARIA MUNICIPAL DE SAUDE DE CARNAUBEIRA DA PENHA/PE;Sim;;;;;
PE;260392;CARNAUBEIRA DA PENHA;;Não;;;;;
AL;270180;CARNEIROS;SECRETARIA MUNICIPAL DE SAUDE DE CARNEIROS/AL;Sim;;;;;
AL;270180;CARNEIROS;;Não;;;;;
MA;210280;CAROLINA;SECRETARIA MUNICIPAL DE SAUDE DE CAROLINA/MA;Sim;;;;;
MA;210280;CAROLINA;;Não;;;;;
PE;260400;CARPINA;SECRETARIA MUNICIPAL DE SAUDE DE CARPINA/PE;Sim;;;;;
PE;260400;CARPINA;;Não;;;;;
PB;250410;CARRAPATEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CARRAPATEIRA/PB;Sim;;;;;
PB;250410;CARRAPATEIRA;;Não;;;;;
PE;260410;CARUARU;SECRETARIA MUNICIPAL DE SAUDE DE CARUARU/PE;Sim;;;;;
PE;260410;CARUARU;;Não;;;;;
MA;210290;CARUTAPERA;SECRETARIA MUNICIPAL DE SAUDE DE CARUTAPERA/MA;Sim;;;;;
MA;210290;CARUTAPERA;;Não;;;;;
BA;290720;CASA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE CASA NOVA/BA;Sim;;;;;
BA;290720;CASA NOVA;;Não;;;;;
CE;230350;CASCAVEL;SECRETARIA MUNICIPAL DE SAUDE DE CASCAVEL/CE;Sim;;;;;
CE;230350;CASCAVEL;;Não;;;;;
PE;260415;CASINHAS;SECRETARIA MUNICIPAL DE SAUDE DE CASINHAS/PE;Sim;;;;;
PE;260415;CASINHAS;;Não;;;;;
PB;250415;CASSERENGUE;;Não;;;;;
PI;220260;CASTELO DO PIAUÍ;;Não;;;;;
BA;290730;CASTRO ALVES;SECRETARIA MUNICIPAL DE SAUDE DE CASTRO ALVES/BA;Sim;;;;;
BA;290730;CASTRO ALVES;;Não;;;;;
CE;230360;CATARINA;;Não;;;;;
PE;260420;CATENDE;;Não;;;;;
PB;250420;CATINGUEIRA;;Não;;;;;
BA;290740;CATOLÂNDIA;;Não;;;;;
PB;250430;CATOLE DO ROCHA;SECRETARIA MUNICIPAL DE SAUDE DE CATOLE DO ROCHA/PB;Sim;;;;;
PB;250430;CATOLÉ DO ROCHA;;Não;;;;;
BA;290750;CATU;SECRETARIA MUNICIPAL DE SAUDE DE CATU/BA;Sim;;;;;
BA;290750;CATU;;Não;;;;;
CE;230365;CATUNDA;;Não;;;;;
BA;290755;CATURAMA;;Não;;;;;
PB;250435;CATURITE;SECRETARIA MUNICIPAL DE SAUDE DE CATURITE/PB;Sim;;;;;
PB;250435;CATURITÉ;;Não;;;;;
CE;230370;CAUCAIA;SECRETARIA MUNICIPAL DE SAUDE DE CAUCAIA/CE;Sim;;;;;
CE;230370;CAUCAIA;;Não;;;;;
MA;210300;CAXIAS;SECRETARIA MUNICIPAL DE SAUDE DE CAXIAS/MA;Sim;;;;;
MA;210300;CAXIAS;;Não;;;;;
PI;220265;CAXINGÓ;;Não;;;;;
RN;240260;CEARA-MIRIM;SECRETARIA MUNICIPAL DE SAUDE DE CEARA-MIRIM/RN;Sim;;;;;
RN;240260;CEARÁ-MIRIM;;Não;;;;;
MA;210310;CEDRAL;SECRETARIA MUNICIPAL DE SAUDE DE CEDRAL/MA;Sim;;;;;
MA;210310;CEDRAL;;Não;;;;;
PE;260430;CEDRO;SECRETARIA MUNICIPAL DE SAUDE DE CEDRO/PE;Sim;;;;;
CE;230380;CEDRO;SECRETARIA MUNICIPAL DE SAUDE DE CEDRO/CE;Sim;;;;;
CE;230380;CEDRO;;Não;;;;;
PE;260430;CEDRO;;Não;;;;;
BA;290760;CENTRAL;SECRETARIA MUNICIPAL DE SAUDE DE CENTRAL/BA;Sim;;;;;
BA;290760;CENTRAL;;Não;;;;;
MA;210312;CENTRAL DO MARANHAO;SECRETARIA MUNICIPAL DE SAUDE DE CENTRAL DO MARANHAO/MA;Sim;;;;;
MA;210312;CENTRAL DO MARANHÃO;;Não;;;;;
MA;210315;CENTRO DO GUILHERME;;Não;;;;;
MA;210317;CENTRO NOVO DO MARANHÃO;;Não;;;;;
RN;240270;CERRO CORÁ;;Não;;;;;
PE;260440;CHÃ DE ALEGRIA;;Não;;;;;
PE;260450;CHÃ GRANDE;;Não;;;;;
AL;270190;CHA PRETA;SECRETARIA MUNICIPAL DE SAUDE DE CHA PRETA/AL;Sim;;;;;
AL;270190;CHÃ PRETA;;Não;;;;;
MA;210320;CHAPADINHA;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADINHA/MA;Sim;;;;;
MA;210320;CHAPADINHA;;Não;;;;;
CE;230390;CHAVAL;SECRETARIA MUNICIPAL DE SAUDE DE CHAVAL/CE;Sim;;;;;
CE;230390;CHAVAL;;Não;;;;;
CE;230393;CHORO;SECRETARIA MUNICIPAL DE SAUDE DE CHORO/CE;Sim;;;;;
CE;230393;CHORÓ;;Não;;;;;
CE;230395;CHOROZINHO;SECRETARIA MUNICIPAL DE SAUDE DE CHOROZINHO/CE;Sim;;;;;
CE;230395;CHOROZINHO;;Não;;;;;
BA;290770;CHORROCHÓ;;Não;;;;;
BA;290780;CICERO DANTAS;SECRETARIA MUNICIPAL DE SAUDE DE CICERO DANTAS/BA;Sim;;;;;
BA;290780;CÍCERO DANTAS;;Não;;;;;
MA;210325;CIDELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE CIDELANDIA/MA;Sim;;;;;
MA;210325;CIDELÂNDIA;;Não;;;;;
BA;290790;CIPO;SECRETARIA MUNICIPAL DE SAUDE DE CIPO/BA;Sim;;;;;
BA;290790;CIPÓ;;Não;;;;;
BA;290800;COARACI;SECRETARIA MUNICIPAL DE SAUDE DE COARACI/BA;Sim;;;;;
BA;290800;COARACI;;Não;;;;;
PI;220270;COCAL;;Não;;;;;
PI;220271;COCAL DE TELHA;;Não;;;;;
PI;220272;COCAL DOS ALVES;;Não;;;;;
BA;290810;COCOS;;Não;;;;;
MA;210330;CODO;SECRETARIA MUNICIPAL DE SAUDE DE CODO/MA;Sim;;;;;
MA;210330;CODÓ;;Não;;;;;
MA;210340;COELHO NETO;;Não;;;;;
AL;270200;COITE DO NOIA;SECRETARIA MUNICIPAL DE SAUDE DE COITE DO NOIA/AL;Sim;;;;;
AL;270200;COITÉ DO NÓIA;;Não;;;;;
PI;220273;COIVARAS;;Não;;;;;
MA;210350;COLINAS;SECRETARIA MUNICIPAL DE SAUDE DE COLINAS/MA;Sim;;;;;
MA;210350;COLINAS;;Não;;;;;
PI;220275;COLONIA DO GURGUEIA;SECRETARIA MUNICIPAL DE SAUDE DE COLONIA DO GURGUEIA/PI;Sim;;;;;
PI;220275;COLÔNIA DO GURGUÉIA;;Não;;;;;
PI;220277;COLÔNIA DO PIAUÍ;;Não;;;;;
AL;270210;COLONIA LEOPOLDINA;SECRETARIA MUNICIPAL DE SAUDE DE COLONIA DE LEOPOLDINA/AL;Sim;;;;;
AL;270210;COLÔNIA LEOPOLDINA;;Não;;;;;
PB;250440;CONCEIÇÃO;;Não;;;;;
BA;290820;CONCEICAO DA FEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DA FEIRA/BA;Sim;;;;;
BA;290820;CONCEIÇÃO DA FEIRA;;Não;;;;;
BA;290830;CONCEICAO DO ALMEIDA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO ALMEIDA/BA;Sim;;;;;
BA;290830;CONCEIÇÃO DO ALMEIDA;;Não;;;;;
PI;220280;CONCEIÇÃO DO CANINDÉ;;Não;;;;;
BA;290840;CONCEIÇÃO DO COITÉ;;Não;;;;;
BA;290850;CONCEICAO DO JACUIPE;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO JACUIPE/BA;Sim;;;;;
BA;290850;CONCEIÇÃO DO JACUÍPE;;Não;;;;;
MA;210355;CONCEIÇÃO DO LAGO-AÇU;;Não;;;;;
PB;250450;CONDADO;SECRETARIA MUNICIPAL DE SAUDE DE CONDADO-PB;Sim;;;;;
PE;260460;CONDADO;SECRETARIA MUNICIPAL DE SAUDE DE CONDADO/PE;Sim;;;;;
PB;250450;CONDADO;;Não;;;;;
PE;260460;CONDADO;;Não;;;;;
PB;250460;CONDE;SECRETARIA MUNICIPAL DE SAUDE DE CONDE/PB;Sim;;;;;
PB;250460;CONDE;;Não;;;;;
BA;290860;CONDE;;Não;;;;;
BA;290870;CONDEUBA;SECRETARIA MUNICIPAL DE SAUDE DE CONDEUBA/BA;Sim;;;;;
BA;290870;CONDEÚBA;;Não;;;;;
PB;250470;CONGO;SECRETARIA MUNICIPAL DE SAUDE DE CONGO/PB;Sim;;;;;
PB;250470;CONGO;;Não;;;;;
BA;290880;CONTENDAS DO SINCORA;SECRETARIA MUNICIPAL DE SAUDE DE CONTENDAS DO SINCORA/BA;Sim;;;;;
BA;290880;CONTENDAS DO SINCORÁ;;Não;;;;;
AL;270220;COQUEIRO SECO;;Não;;;;;
BA;290890;CORACAO DE MARIA;SECRETARIA MUNICIPAL DE SAUDE DE CORACAO DE MARIA/BA;Sim;;;;;
BA;290890;CORAÇÃO DE MARIA;;Não;;;;;
BA;290900;CORDEIROS;;Não;;;;;
CE;230400;COREAU;SECRETARIA MUNICIPAL DE SAUDE DE COREAU/CE;Sim;;;;;
CE;230400;COREAÚ;;Não;;;;;
PB;250480;COREMAS;SECRETARIA MUNICIPAL DE SAUDE DE COREMAS/PB;Sim;;;;;
PB;250480;COREMAS;;Não;;;;;
BA;290910;CORIBE;;Não;;;;;
MA;210360;COROATA;SECRETARIA MUNICIPAL DE SAUDE DE COROATA/MA;Sim;;;;;
MA;210360;COROATÁ;;Não;;;;;
RN;240280;CORONEL EZEQUIEL;;Não;;;;;
RN;240290;CORONEL JOÃO PESSOA;;Não;;;;;
BA;290920;CORONEL JOÃO SÁ;;Não;;;;;
